entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ExternalExpenses,GrossResult,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
20135336,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,-1057395.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135336,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,1623376.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,6787.0,270921.0,277708.0,17121.0,1784910.0,2038710.0,270921.0,415334.0,,,,,,,,,,,,,,,,,,,,,,,
20135336,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,101200.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135336,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,2579452.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135336,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,119.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135336,2015-12-31,2015-12-31,c12,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,8764420.0,52999.0,125000.0,8315772.0,8185901.0,8764420.0,578519.0,448648.0,448648.0,448648.0,7902208.0,129452.0,1332.0,101200.0,99054.0,7961847.0,7902208.0,578519.0,360565.0,277590.0,339117.0,81643.0,8750.0
20135336,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,-265034.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,7592.0,-7592.0,189030.0,945759.0,501258.0,-263063.0,-7592.0,1971.0,,,,,,,,,,,,,,,,,,,,,,,
20135336,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135336,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,103400.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135336,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2I1LzAzL2E4LzgwZjgtNDBhZS1hZWIyLWY5NzJiMjllOGMwOQ.xhtml,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2MzL2MzL2IxL2I0N2QtNDIyYy1iYWIzLTM2NGY2YzU5N2Q3NQ.pdf,http://regnskaber.virk.dk/63353102/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I3LzVjLzUzL2YzOTItNDVjMi1hNjY1LTU2NjIyYzdhMmFlYg.xml,true,Kgs. Lyngby,DK-2800,Klampenborgvej 2015,Finansnetbanken,Roskilde,4000.0,9.0,Svanevej,DK-1612 KÃ¸benhavn V,"Ved Vesterport 6, 3",Regnskabsklasse B,2017-05-31,2017-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke indgÃ¥et forpligtelser ud over de i balancen anfÃ¸rte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har hverken i regnskabsÃ¥ret eller i forrige regnskabsÃ¥r haft ansatte eller udbetalt vederlag til direktion</p>",20135336.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kjeld Juul Christiansen,Kjeld Juul Christiansen,Jyske Bank,KJELD CHRISTIANSEN ApS,Dominia AS/Kirsten Engholm,Roskilde,2015-01-01,2015-12-31,0.0,2016-12-31,2016-01-01,false,false,Generalforsamlingen har besluttet at Ã¥rsrapporten for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Ingen bistand,urn:ofk:oid:24019370,indberetninger-20180424,2.5949414,20135336.0,,2018-03-28T15:36:54.900Z,2017-05-31T16:32:22.197Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-50-RL,2017-05-31T16:32:22.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
