entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForIntangibleAssets,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
15200375,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,-96037.0,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200375,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,103963.0,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,33609.0,2565799.0,2736296.0,3445.0,140333.0,136888.0,36370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200375,2016-01-01,2016-12-31,c9,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,200000.0,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200375,2016-12-31,2016-12-31,c13,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,2278336.0,1350158.0,500000.0,2174943.0,12723.0,17025.0,702531.0,32655.0,70738.0,2278336.0,1575805.0,103393.0,501095.0,0.0,70738.0,32655.0,200000.0,2531.0,112515.0,1575805.0,427842.0,11181.0,824785.0,13128.0,510044.0,795037.0,,
15200375,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,103168.0,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,16800.0,2387226.0,2537738.0,2716.0,136428.0,133712.0,33260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200375,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200375,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,3168.0,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200375,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Wittenberg Vandborg,Bestyrelsesmedlem
15200375,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vibeke Vang Rasmussen,Bestyrelsesmedlem
15200375,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzEyLzNlLzlkLzQxYjktNGE1NS04ODMxLTBkNmQ5ZTU3YzJlZA.xhtml,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2NjLzc3LzYyLzdhZTktNGMzMi1hZGY5LTJkNmY5MGExZDNmMw.pdf,http://regnskaber.virk.dk/57300251/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzE0LzAxL2NmLzQ5ZmUtNDRkMi05MDA4LWQ2MjMzMjU2ZTc2Zg.xml,true,KÃ¸benhavn K,1360.0,11.0,Frederiksborggade,Herlev,2730.0,13.0,LyskÃ¦r,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i Vang Rasmussen Grafisk Produktion A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-04-03,Registreret revisor,44929696.0,12967594.0,15200375.0,mne7444,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne MÃ¼ller Kring,Morten Vandborg,Vibeke Vang Rasmussen,BK-revision,Danske Bank A/S,VANG RASMUSSEN - GRAFISK PRODUKTION A/S,Bjarne MÃ¼ller Kring,Herlev,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-01-24,HornbÃ¦k,Se ledelsespÃ¥tegningen,44929595.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25255504,indberetninger-20180424,2.59279,15200375.0,,2018-04-04T14:58:27.087Z,2018-04-03T12:10:46.400Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-70-CU,2018-04-03T12:10:46.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikkel Vibe MÃ¸ller,Bestyrelsesmedlem
