entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,ShorttermTaxPayables,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherReserves,OtherShorttermPayables,PropertyPlantAndEquipment,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
10119766,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,14550.0,2015-06-27,31312.0,70389.0,127495.0,176376.0,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,70389.0,17569.0,2013-01-01,2013-12-31,124997.0,127495.0,145064.0,2014-12-31,2014-01-01,261315.0,20200.0,2498.0,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,
10119766,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,124997.0,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,
10119766,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,198892.0,755000.0,104958.0,42929.0,93934.0,55951.0,198892.0,155963.0,55951.0,93934.0,-712071.0,155963.0,93934.0,155963.0,49007.0,49007.0,
10119766,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,49440.0,2015-06-27,58426.0,74255.0,88062.0,158628.0,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,74255.0,12140.0,2013-01-01,2013-12-31,67862.0,88062.0,100202.0,2014-12-31,2014-01-01,282323.0,20200.0,20200.0,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,
10119766,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,
10119766,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,Peter Fruergaard Hansen
10119766,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,Birgith Elisabeth Hummel Fruergaard Hansen
10119766,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,Henriette Fruergaard Liltorp
10119766,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,Henrik Fruergaard Hansen
10119766,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzU0LzZmLzNlL2VjY2QtNDU4Mi1iNDQyLWVjYmEyNTgwZDNiMQ.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2E0L2EzLzg4L2VlYzYtNGExMS04ODVmLTA0OTJiNDNiYzY1Yg.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzM3LzBkL2ZhLzVkNjMtNDA3Yy1iMzczLTZiYzg0YWNmODcyYg.xml,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2015-06-27,,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,,2013-01-01,2013-12-31,67862.0,,,2014-12-31,2014-01-01,,20200.0,,75814753.0,Ingen bistand,urn:ofk:oid:5605530,indberetninger-20180424,2.5947785,10119766.0,,2018-03-31T02:24:52.843Z,2015-06-27T10:28:19.577Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-13-HA,2015-06-27T10:28:19.823Z,,,,,,,,,,,,,,,,,
