entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,ExternalExpenses,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
10119766,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,99186.0,2017-05-31,2017-06-21,11836.0,pfh@fanonet.dk,64565.0,21627753.0,141308.0,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,5615.0,Vejle,2015-01-01,2015-12-31,94757.0,123857.0,129472.0,2016-12-31,2016-01-01,305059.0,false,false,29100.0,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,
10119766,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,94757.0,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,
10119766,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,314226.0,0.0,755000.0,290554.0,205548.0,23672.0,81126.0,314226.0,108678.0,0.0,0.0,81126.0,23672.0,79578.0,180028.0,23672.0,-549452.0,108678.0,209428.0,29100.0,29400.0,
10119766,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,108235.0,2017-05-31,2017-06-21,11836.0,pfh@fanonet.dk,60783.0,21627753.0,171745.0,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,2384.0,Vejle,2015-01-01,2015-12-31,120475.0,157525.0,159909.0,2016-12-31,2016-01-01,340763.0,false,false,37050.0,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,
10119766,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,
10119766,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,Peter Fruergaard Hansen
10119766,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,Birgith Elisabeth Hummel Fruergaard Hansen
10119766,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,Henriette Fruergaard Liltorp
10119766,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,Henrik Fruergaard Hansen
10119766,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2U4Lzg5LzQxL2Y4LzdkOWUtNGY5MS1iYmYwLTBmMmZmNzg0ZDBlNA.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M3LzMwLzVlLzg2YjUtNGRkMi1hYjUzLWYyMjdjNWFhYjdjZQ.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzE1L2FiLzZjL2M3NGUtNGQ3Mi1hNzI0LTUxYzAwYzM0MzQ3YQ.xml,true,Jylland,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100.0,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2017-05-31,2017-06-21,,pfh@fanonet.dk,,21627753.0,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Fruergaard Hansen,Peter Fruergaard,Sydbank,Aktieselskabet Fruergaard,Peter Fruergaard Hansen,,Vejle,2015-01-01,2015-12-31,120475.0,,,2016-12-31,2016-01-01,,false,false,,21627753.0,false,false,Ingen bistand,urn:ofk:oid:24274069,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T17:05:56.729Z,2017-06-21T22:35:50.994Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-UX,2017-06-21T22:35:51.248Z,,,,,,,,,,,,,,,,,,,,,,
