entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
10119766,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,49440.0,2016-05-31,2016-06-23,58426.0,74255.0,158628.0,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,12140.0,Vejle,2014-01-01,2014-12-31,67862.0,88062.0,100202.0,2015-12-31,2015-01-01,282323.0,false,false,20200.0,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,
10119766,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,67862.0,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,
10119766,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,175084.0,755000.0,139576.0,110791.0,35508.0,87451.0,175084.0,64293.0,87451.0,35508.0,44093.0,0.0,35508.0,-644209.0,64293.0,52125.0,20200.0,52125.0,
10119766,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,99186.0,2016-05-31,2016-06-23,11836.0,64565.0,141308.0,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,5615.0,Vejle,2014-01-01,2014-12-31,94757.0,123857.0,129472.0,2015-12-31,2015-01-01,305059.0,false,false,29100.0,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,
10119766,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,
10119766,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,Peter Fruergaard Hansen
10119766,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,Birgith Elisabeth Hummel Fruergaard Hansen
10119766,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,Henriette Fruergaard Liltorp
10119766,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,Henrik Fruergaard Hansen
10119766,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzFjLzA0LzQ5L2NjNTEtNDVmNC04ZDUwLWViOWI4NGZhZDQ4Yg.xhtml,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzY2LzU1L2NkL2I0MmMtNGE0MS1iYTc2LTkxNmNhN2U2YTg2NA.pdf,http://regnskaber.virk.dk/66791101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2Q4LzdlLzZjLzg1YzktNGMxYS1iNDU2LWE2ZmRlNzhlNWE4Mg.xml,true,Danmark,DK,Vejle,7100.0,Kirketorvet,Vejle,7100.0,87.0,MÃ¸lholm Landevej,7100 Vejle,MÃ¸lholm Landevej 87,Regnskabsklasse B,,2016-05-31,2016-06-23,,,,10119766.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,0.0,Peter Fruergaard Hansen,Peter Fruergaard Hansen,Sydbank,AKTIESELSKABET FRUERGAARD,Peter Fruergaard Hansen,,Vejle,2014-01-01,2014-12-31,94757.0,,,2015-12-31,2015-01-01,,false,false,,75814753.0,false,false,Ingen bistand,urn:ofk:oid:22767186,indberetninger-20180424,2.59278,10119766.0,,2018-03-29T13:58:26.061Z,2016-06-23T12:52:23.296Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-04-EF,2016-06-23T12:52:23.458Z,,,,,,,,,,,,,,,,,,,
