entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm
26865603,2015-05-01,2016-04-30,c109,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2015-05-01,2016-04-30,c123,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,3143086.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2015-05-01,2016-04-30,c3,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,2752686.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,0.0,-23950.0,2808087.0,88926.0,41877.0,2737088.0,-23950.0,-15598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2015-05-01,2016-04-30,c427,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2015-05-01,2016-04-30,c475,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,-491600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2016-04-30,2016-04-30,c4,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,4717187.0,3314809.0,125000.0,4717187.0,15598.0,4707117.0,0.0,4717187.0,10070.0,0.0,1380450.0,10070.0,0.0,101200.0,4480917.0,1380450.0,10070.0,21928.0,6330.0,,,,,,,,,
26865603,2016-05-01,2017-04-30,c1,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,38032.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,4220.0,-33426.0,0.0,3587.0,90109.0,48876.0,-37646.0,10844.0,,,,,,,,,,,,,,,,,,,,Danmark,,,,,,,,
26865603,2016-05-01,2017-04-30,c108,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2016-05-01,2017-04-30,c114,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26865603,2016-05-01,2017-04-30,c122,,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2YzLzY2LzM4LzBkNWUtNDcwNy1iYzViLTI4NWEzMjFmZTYyOA.pdf,http://regnskaber.virk.dk/30656862/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzQ1LzYwLzcyL2M0ZjItNDNhZi05OWJlLWRiMGUzYzQ1ODgwYw.xml,GrÃ¥sten,6300.0,77.0,Sejrsvej,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-13,2017-10-13,2002-11-13,2017-10-13,Andre eksterne omkostninger omfatter omkostninger til administration.,74 65 33 77,26865603.0,18061635.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Meilandt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Bruhn Meilandt,Torben Bruhn Meilandt,Meilandt Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",GrÃ¥sten,2015-05-01,2016-04-30,-261968.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,GrÃ¥sten,2017-04-30,2016-05-01,2017-10-13,SÃ¸nderborg,74 65 01 01,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24595178,indberetninger-20180424,2.5097342,26865603.0,,2018-03-27T12:23:27.587Z,2017-10-13T10:56:29.790Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BA-94-TC,2017-10-13T10:56:29.973Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
