entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
29799784,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,0.0,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,0.0,0.0,Ikast,2017-01-01,2017-12-31,-25000.0,-25000.0,0.0,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,
29799784,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,-25000.0,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,
29799784,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,301915.0,6369.0,2000000.0,6369.0,301915.0,301915.0,0.0,295546.0,295546.0,295546.0,0.0,-1698085.0,0.0,0.0,
29799784,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,0.0,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,24.0,0.0,Ikast,2017-01-01,2017-12-31,-24.0,-24.0,0.0,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,
29799784,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,
29799784,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,Dion MÃ¸berg Eriksen
29799784,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,Bent Aage Madsen
29799784,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,Bernhard Bo Jensen
29799784,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,Villy Bukbjerg Fiedler
29799784,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2VlL2Y0LzI2L2U4ZTMtNDIxMC1iMGM3LWM1ZWMyNTJlNjRjMw.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzQ2L2M1LzYxLzI4ODEtNDhmNy1iNWIyLWJiNjg0ZWI2NDU3Nw.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2E5LzU5LzRhLzk4NDMtNGVlMS1iMzM0LTljNDM4MjJjNWEwZg.xml,true,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,"Regnskabsklasse B, mikrovirksomhed",2019-02-20,2019-05-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,29799784.0,25000.0,0.0,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,HUMMELMOSE INVEST A/S,Lotte KjÃ¦rgaard SÃ¸ndergaard,,0.0,Ikast,2017-01-01,2017-12-31,-24.0,,,2018-12-31,2018-01-01,false,Selskabet har fravalgt revision.,0.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27129122,indberetninger-20180424,2.5955422,29799784.0,AWqxK6J6RYGX6_YTHovZ,2019-05-13T12:30:11.091Z,2019-05-13T12:29:47.259Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-26-YK,2019-05-13T12:29:47.508Z,,,,,,,,,,,,,,,
