entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
30723465,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2018-05-11,2018-06-19,99836.0,statsautoriseret revisor,448021.0,425674.0,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,18595.0,100.0,Bramming,2016-01-01,2016-12-31,-82278.0,-140678.0,-122183.0,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,-58400.0,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,,,,,,,,,,,,,,,,,,,
30723465,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,-82278.0,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,,,,,,,,,,,,,,,,,,,
30723465,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,1179280.0,0.0,125000.0,836116.0,220200.0,498183.0,343164.0,191932.0,1179280.0,681097.0,191932.0,343164.0,125331.0,0.0,343164.0,373183.0,498879.0,681097.0,644184.0,56887.0,423984.0,,,
30723465,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,152983.0,,,,,,,,,,,,,,,,,,
30723465,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,277983.0,,,,,,,,,,,,,,,,,,
30723465,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,
30723465,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2018-05-11,2018-06-19,122784.0,statsautoriseret revisor,380080.0,216880.0,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,18124.0,0.0,Bramming,2016-01-01,2016-12-31,-237608.0,-304108.0,-285984.0,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,-66500.0,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,,,,,,,,,,,,,,,,,220200.0,,
30723465,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,,,,,,,,,,,,,,,,,,31574994.0,RISSKOV REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB
30723465,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,-237608.0,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,,,,,,,,,,,,,,,,,220200.0,,
30723465,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2MxL2U5LzdiLzQyODEtNGU0Yi1iOTQ5LTNmZTRjYWExNTQ3MQ.xhtml,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5L2I1LzBhLzZmN2YtNDk0Zi1iNDg2LTA0OWU5N2JlYmE4Yg.pdf,http://regnskaber.virk.dk/56432703/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2RlL2Y3L2I3LzIxZTItNDJkYy1iYmFmLWVlNjVkMGJlMTFhYg.xml,false,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Danmark,DK,Bramming,6740.0,20.0,Storegade,Bramming,6740.0,14.0,Snedkervej,8240 Risskov,Brunbjergvej 3,Til den daglige ledelse i J.R. AnlÃ¦g ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-11,2018-06-19,,statsautoriseret revisor,,,30723465.0,mne28824,1014531323.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Tonny LÃ¸bner,Jesper Ravn,Jesper Ravn Rossavik,Skjern Bank A/S,J.R. ANLÃG ApS,Joan SÃ¸rensen,,,Bramming,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-05-11,Risskov,,31454582.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25868164,indberetninger-20180424,2.5955422,30723465.0,AWQXp0NL0wkEsASkt448,2018-06-19T10:46:41.006Z,2018-06-19T10:46:30.828Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-79-TU,2018-06-19T10:46:31.094Z,,,,,,,,,,,,,,,,,,,,,,,,
