entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,OtherStatutoryReserves,PropertyPlantAndEquipment,ReserveAccordingToArticlesOfAssociation,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,OpinionOnAuditedFinancialStatements,NameAndSurnameOfMemberOfExecutiveBoard
35470875,2016-07-01,2017-06-30,c3,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,11.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,756859.0,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,5066945.0,6421094.0,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",141754.0,4238.0,101332.0,Christiansfeld,697771.0,2016-07-01,2017-06-30,694384.0,694384.0,597290.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,78275.0,76 34 40 00,RevisionspÃ¥tegning,4149145.0,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35470875,2016-07-01,2017-06-30,c332,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,282831.0,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35470875,2016-07-01,2017-06-30,c334,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,411553.0,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35470875,2017-06-30,2017-06-30,c4,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,3833434.0,10288.0,82018.0,2741055.0,0.0,2721120.0,753056.0,339323.0,339323.0,182082.0,3833434.0,1112314.0,182082.0,1092379.0,473273.0,1988348.0,1344487.0,753056.0,1376633.0,455522.0,1112314.0,2548685.0,183519.0,478319.0,,
35470875,2017-07-01,2018-06-30,c1,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,10.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,789477.0,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,5277971.0,6486823.0,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",137907.0,2200.0,81264.0,Christiansfeld,660399.0,2016-07-01,2017-06-30,498439.0,498439.0,419375.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,69409.0,76 34 40 00,RevisionspÃ¥tegning,4410256.0,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,"Vi har revideret Ã¥rsregnskabet for TandlÃ¦gerne i Christiansfeld I/S for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",
35470875,2017-07-01,2018-06-30,c331,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,192177.0,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35470875,2017-07-01,2018-06-30,c333,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,306262.0,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35470875,2017-07-01,2018-06-30,c70,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,TandlÃ¦gerne Kjeldsen Holding ApS
35470875,2017-07-01,2018-06-30,c71,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,TandlÃ¦ge Puk Bergmann ApS
35470875,2017-07-01,2018-06-30,c88,,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzZmLzNkLzhmLzAwODMtNGFkZi04NGNmLWNjYzZhZTc1ZTQ3YQ.pdf,http://regnskaber.virk.dk/57807453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRmL2FiLzM0LzNjMDMtNGZiMi05ZWEyLWZiODNhMzQ0MmE5Mg.xml,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,Christiansfeld,6070.0,52.0,Lindegade,"6000, Kolding","Birkemose AllÃ©, 27, st.",interessenterne,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-08-30,2018-08-30,2018-09-13,,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",kolding@brandtrevision.dk,,,25492145.0,35470875.0,25492145.0,mne34478,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2017/18 for TandlÃ¦gerne i Christiansfeld I/S.,Ãrsrapport,Malene Mogensen,Puk Bergmann,"BRANDT, Statsautoriseret Revisionspartnerselskab",TandlÃ¦gerne i Christiansfeld I/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",,,,Christiansfeld,,2016-07-01,2017-06-30,,,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-06-30,2017-07-01,2018-08-30,Kolding,,76 34 40 00,RevisionspÃ¥tegning,,urn:ofk:oid:26146843,indberetninger-20180424,2.5122845000000003,35470875.0,AWYZuemT5OzuYdPkEwg-,2018-09-27T06:32:14.762Z,2018-09-27T06:31:43.756Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-28-ZB,2018-09-27T06:31:43.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,
