entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,AmortisationOfGoodwillOfInvestments,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
26210003,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,-4000.0,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,-6000.0,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,-15000.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,-30000.0,31000.0,Ãlgod,2015-01-01,2015-12-31,-16000.0,-20000.0,-21000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,4000.0,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,,,,,
26210003,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,-16000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,,,,,
26210003,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,486000.0,125000.0,29000.0,-7000.0,486000.0,493000.0,454000.0,454000.0,454000.0,-132000.0,76000.0,493000.0,412000.0,0.0,32000.0,3000.0,5000.0,,,,,
26210003,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,125000.0,,,,,,,,,,,,,,,,,,
26210003,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,-131877.0,,,,,,,,,,,,,,,,,,
26210003,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,210000.0,-339220.0,1003426.0,,
26210003,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,0.0,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,-5938.0,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,44397.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,-22921.0,3.0,Ãlgod,2015-01-01,2015-12-31,15541.0,15541.0,38459.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,0.0,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
26210003,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,15541.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,,,,,
26210003,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,15541.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,,,,,
26210003,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2I1Lzg1L2EzL2JiL2NjM2MtNDFjMy05Mzk1LTIzMjEzZTk1YjhlYw.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2I3LzVhLzQzL2RkNDQtNGJlYS05YWE5LTkwMWUwOTVjY2QxOA.xml,true,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-23,2001-08-20,2017-04-07,Registreret revisor,Ingen.,,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for H.E. Holding 2001 ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjysk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãlgod,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2016-12-31,2016-01-01,70647.0,true,2017-03-23,Ãlgod,,urn:ofk:oid:23710002,indberetninger-20180424,2.5097342,26210003.0,,2018-03-27T12:21:03.448Z,2017-04-10T05:45:42.895Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-05-DF,2017-04-10T05:45:43.075Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
