entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AmortisationOfGoodwillOfInvestments,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
26210003,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,-0.005,0.0,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,0.251,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,-0.006,-0.037,0.012,Ãlgod,0.215,0.22,0.245,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,-0.005,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,,,
26210003,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,0.215,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,,,
26210003,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,0.704,0.02,0.125,0.235,0.029,0.009,0.704,0.695,0.469,0.469,0.469,0.186,-0.116,0.305,0.186,0.695,0.385,0.0,0.029,0.0,0.005,,,
26210003,2015-01-01,2015-01-01,c113,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,-534337.0,1003426.0,
26210003,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,
26210003,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,-115523.0,,,,,,,,,,,,,,,,,,
26210003,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,0.0,3994.0,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,-14883.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,-5938.0,-30384.0,30857.0,Ãlgod,-16354.0,-20348.0,-20821.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,3994.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
26210003,2015-01-01,2015-12-31,c114,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,,,
26210003,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,-16354.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,,,
26210003,2015-01-01,2015-12-31,c199,,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzdhLzViL2JiL2UzZmMtNDBhMy1hZGEyLTVmNmZlZGZmNDAzYg.pdf,http://regnskaber.virk.dk/30001262/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzgyL2JhLzUxL2I5NjAtNGNjYi1iMThiLWMzNzlmZmM5YmJlZg.xml,1.0,26250.0,Ãlgod,6870.0,2.0,Torvet,Skjern,6900.0,38.0,Bredgade,6870 Ãlgod,Lindbjergvej 26,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i H.E. Holding 2001 ApS,,,26250.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-03-08,2001-08-20,2016-03-23,Registreret revisor,20222670.0,26210003.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for H.E. Holding 2001 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Hans Erik SÃ¸rensen,Hans Erik SÃ¸rensen,Vestjydsk Bank,H.E. Holding 2001 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãlgod,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2015-12-31,2015-01-01,11367.0,2016-03-08,Ãlgod,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22144484,indberetninger-20180424,2.5117297,26210003.0,,2018-03-29T07:08:24.159Z,2016-03-23T13:46:04.609Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-83-JP,2016-03-23T13:46:04.771Z,,,,,,,,,,,,,,,,,,,,,,,,
