entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradeReceivables,EquityTransfersToReserves
35839496,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,18376.0,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,349911.0,info@fitnessofood.dk,45132.0,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,13543.0,0.0,5294.0,KÃ¸benhavn,2017-01-01,2017-12-31,-331404.0,-331404.0,-317861.0,2018-12-31,2018-01-01,false,0.0,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,,,,,,,,,,,,,,
35839496,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,,,,,,,,,,,,,,
35839496,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,-331404.0,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,,,,,,,,,,,,,,
35839496,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,397254.0,61966.0,50000.0,290703.0,137910.0,-1151729.0,106551.0,36000.0,0.0,397254.0,106551.0,1548983.0,52452.0,106551.0,0.0,-1201729.0,1548983.0,2375.0,
35839496,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,-1201729.0,,,,,,,,,,,,,
35839496,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,-1151729.0,,,,,,,,,,,,,
35839496,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,50000.0,,,,,,,,,,,,,
35839496,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,33676.0,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,367136.0,info@fitnessofood.dk,428907.0,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,6893.0,17472.0,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,3730.0,3730.0,10623.0,2018-12-31,2018-01-01,false,0.0,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,,,,,,,,,,,,,,3730.0
35839496,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,,,,,,,,,,,,,,
35839496,2018-01-01,2018-12-31,c12,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzVlL2MyL2FhLzMyNGUtNDUzMC04ZDIyLTk5NzkyMjM1ZGE4NA.xhtml,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzUxL2E0LzE0LzI3MGUtNDFlOS1iMDUwLTNhNDRjZDBjMDc5Mg.pdf,http://regnskaber.virk.dk/69493853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzNkL2M5LzAxLzU4YzEtNDcxYS1iZWVlLTExZDlkYWUwYzlhNg.xml,true,KÃ¸benhavn N,2200.0,227.0,NÃ¸rrebrogade,2860 SÃ¸borg,Gladsaxe MÃ¸llevej 21,,3.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,info@fitnessofood.dk,,35839496.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Cecilie Kohl Falkenberg,Cecilie Kohl Falkenberg,FITNESSO ApS,Revisionsfirmaet Anas,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,35858575.0,false,Ingen bistand,urn:ofk:oid:27662687,indberetninger-20180424,2.595548,35839496.0,AWvQ7aSEIXJRhhXBLz1T,2019-07-08T09:33:39.508Z,2019-07-08T09:32:42.524Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BT-85-RP,2019-07-08T09:32:42.799Z,,,,,,,,,,,,,,,,,,,0.0
