entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,DistributionCosts,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
29688303,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,43236.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,30364.0,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,13377.0,10701.0,Ãrhus,2014-10-01,2015-09-30,-11905.0,-15548.0,-12872.0,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,-3643.0,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,-11905.0,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2015-09-30,2015-09-30,c9,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,503559.0,92849.0,0.0,125000.0,503559.0,317627.0,0.0,503559.0,185932.0,0.0,185932.0,0.0,192627.0,185932.0,410710.0,148111.0,262599.0,,
29688303,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,9324.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,6836.0,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,0.0,17158.0,Ãrhus,2014-10-01,2015-09-30,11458.0,14670.0,-2488.0,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,3212.0,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,98727558.0,Revisionsfirmaet Tommy Larsen v/Tommy Larsen
29688303,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,200000.0,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,-188542.0,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,,,,,,,,,,,,,,,,,,,
29688303,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzgyLzQzL2E2LzEyMmMtNDdmMi1hYjI0LWE0Mzc2YzEzOGU1ZA.xhtml,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzRmL2NlL2I0L2FkZmItNDBjYS04MjU1LWRiZjQ2YjYzZGE3Yw.pdf,http://regnskaber.virk.dk/30388692/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2VjLzc3L2NhLzM0MjUtNDk4ZS1iMDI2LTRkZTAyNmJjYjkzMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Aarhus C,8000.0,5.0,Store Torv,8410 RÃ¸nde,Thorsgade 46,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-20,2017-02-09,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at drive fotoforretning med salg, service og fotolab samt dermed forbunden virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,29688303.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Robert SÃ¸rensen,Robert Manfred SÃ¸rensen,DIGIFOTO ApS,Revisorfirmaet Tommy Larsen,,,Ãrhus,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-01-20,Thorsager,,86120411.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23474622,indberetninger-20180424,2.5953746,29688303,,2018-03-27T15:12:06.967Z,2017-02-11T09:12:42.443Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-YD,2017-02-11T09:12:42.606Z,333559.0,78187.0,25000.0,125000.0,308559.0,329086.0,25000.0,333559.0,4473.0,25000.0,4473.0,200000.0,4086.0,4473.0,230372.0,228427.0,1945.0,,
