entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
32942431,2013-01-01,2013-12-31,c4,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",0.0,-5000.0,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,31173.0,Ãstbirk,2013-01-01,2013-12-31,26173.0,26173.0,-5000.0,2014-12-31,2014-01-01,2015-03-16,Skanderborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
32942431,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,31173.0,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
32942431,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,-5000.0,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
32942431,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,111173.0,80000.0,101797.0,111173.0,9376.0,111173.0,111173.0,111173.0,31173.0,-10751.0,1375.0,9376.0,9376.0,
32942431,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",377.0,-800.0,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,-8600.0,Ãstbirk,2013-01-01,2013-12-31,-9777.0,-9777.0,-800.0,2014-12-31,2014-01-01,2015-03-16,Skanderborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
32942431,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,Per Fredslund Therkelsen
32942431,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,Sten Fredslund Therkelsen
32942431,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
32942431,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,-8600.0,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
32942431,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8vcGRmcy8zMjk0MjQzMTtBcFM0NzQ0OTM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/13424923/Y3ZyLmRrOi8veGJybHMvWC03NzRDQ0Y4NS0yMDE1MDMxN18wOTAzNTVfOTU4.xml,Ãstbirk,8752.0,9.0,Monbjergvej,8660 Skanderborg,St. St. Blichersvej 4,Til ejeren af SP Therkelsen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-16,2015-03-16,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med SP Energy ApS. Som administrationsselskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk med de Ã¸vrige selskaber i sambeskatningen for danske selskabsskatter og kildeskatter pÃ¥ udbytte, renter og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen udgÃ¸r pr. 31/12 2014 0 kr.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at fungere som holdingselskab via ejerandeleÂ i andre selskaber, ikke finansiel investeringsvirksomhed,Â kapitalforvaltning og anden formuepleje og hermed efter ledelsensÂ skÃ¸n beslÃ¦gtet virksomhed.</p>",,,32942431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Hedegaard Kastbjerg,Sten Therkelsen,Midtjysk Revision ApS Registreret Revisionsselskab,SP THERKELSEN HOLDING ApS,Midtjysk Revision ApS,,Ãstbirk,2013-01-01,2013-12-31,-1177.0,,,2014-12-31,2014-01-01,2015-03-16,Skanderborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20710527,indberetninger-20180424,2.5097342,32942431.0,,2018-03-30T18:12:34.983Z,2015-03-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-152.267,2015-03-18T23:00:00.000Z,,,,,,,,,,,,,,
