entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisposalsOfInvestments,DividendPaid,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,InvestmentsGross
36073748,2014-10-01,2015-09-30,c175,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",50854.0,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,-2408.0,216469.0,GlyngÃ¸re,2014-10-01,2015-10-01,163207.0,214061.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,-50854.0,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,,,,,,,,,,,,,,
36073748,2014-10-01,2015-09-30,c178,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,50000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,,,,,,,,,,,,,,
36073748,2014-10-01,2015-09-30,c196,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,113207.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,,,,,,,,,,,,,,
36073748,2015-09-30,2015-09-30,c172,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,2944223.0,0.0,50000.0,2838605.0,2944223.0,105618.0,2614041.0,2614041.0,2614041.0,53098.0,50000.0,2738605.0,105618.0,330182.0,277084.0,105618.0,
36073748,2015-10-01,2015-10-01,c227,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,50000.0,,,,,,,,,,,,,
36073748,2015-10-01,2015-10-01,c254,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,2738605.0,,,,,,,,,,,,,
36073748,2015-10-01,2015-10-01,c258,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,50000.0,,,,,,,,,,,,,
36073748,2015-10-01,2015-10-01,c567,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,,,,,,,,,,,,,,2614041.0
36073748,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",58740.0,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,-3230.0,267005.0,GlyngÃ¸re,2014-10-01,2015-10-01,205035.0,263775.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,-58740.0,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,,,,,,,,,,,,,,
36073748,2015-10-01,2016-09-30,c177,,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzNmLzdjL2JhLzNlZmYtNDhhYy1iYjlhLWE5MjY3ODJhMWJhYg.pdf,http://regnskaber.virk.dk/84737063/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2M2LzI0L2M4LzA2OGItNDM3Ny1hMTgxLTM3YTk1NmM5YzA5Yg.xml,true,7870 Roslev,Lyngen 22,7870 Roslev,Lyngen 22,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-01-06,2017-01-06,245066.0,-50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,,GlyngÃ¸re,2014-10-01,2015-10-01,100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2016-09-30,2015-10-01,false,,Ingen bistand,urn:ofk:oid:23382915,indberetninger-20180424,2.511672,36073748.0,,2018-03-27T11:09:13.588Z,2017-01-11T13:30:43.278Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-65-YH,2017-01-11T13:30:43.433Z,,,,,,,,,,,,,,,,,
