entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ContributedCapital,CurrentAssets,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherExternalExpenses,OtherFinanceIncome,OtherLongtermInvestments,OtherShorttermReceivables,PlaceOfSignatureOfStatement,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,InvestmentsGross,ProfitLoss,TaxExpenseOnOrdinaryActivities
36073748,2013-09-30,2013-09-30,c4,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,2614041.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",50000.0,0.0,-52356.0,2015-01-29,2015-02-02,2614041.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,2614041.0,0.0,2614041.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,2614041.0,-340.0,214053.0,2614041.0,0.0,GlyngÃ¸re,213713.0,-340.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,2564041.0,0.0,0.0,0.0,0.0,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,,
36073748,2013-10-01,2013-10-01,c119,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,2614041.0,,
36073748,2013-10-01,2013-10-01,c137,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,50000.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,,
36073748,2013-10-01,2013-10-01,c158,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,2564041.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,,
36073748,2013-10-01,2013-10-01,c161,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,0.0,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,,
36073748,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,161357.0,-52356.0
36073748,2013-10-01,2014-09-30,c159,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,61357.0,
36073748,2013-10-01,2014-09-30,c162,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,100000.0,
36073748,2013-10-01,2014-09-30,c199,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,,
36073748,2013-10-01,2014-09-30,c29,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8vcGRmcy8zNjA3Mzc0ODtBcFM1NTc3NzE7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/84737063/Y3ZyLmRrOi8veGJybHMvWC1DMjc1OTRFMC0yMDE1MDIxN18xNTUwNTRfMDYz.xml,7870  Roslev,Lyngen 22,7870  Roslev,Lyngen 22,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",,,-52356.0,2015-01-29,2015-02-02,,36073748.0,36073748.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2013 - 30. september 2014 for Holdingselskabet EGE af 1/10 2013 ApS.,Ãrsrapport,,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Peter Egebjerg Hansen,Jens Peter Egebjerg Hansen,Holdingselskabet EGE af 1/10 2013 ApS,Holdingselskabet EGE af 1/10 2013 ApS,,-340.0,214053.0,,,GlyngÃ¸re,213713.0,-340.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2014-09-30,2013-10-01,,,,,,Ingen bistand,urn:ofk:oid:15341113,indberetninger-20180424,2.5122432999999997,36073748.0,,2018-03-30T11:46:33.189Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-388.501,2015-02-18T23:00:00.000Z,,61357.0,
