entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29310041,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,4975.0,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,16962.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,143971.0,127009.0,Silkeborg,2015-10-01,2016-09-30,-148946.0,-148946.0,-4975.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,0.0,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,,,,
29310041,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,-148946.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,,,,
29310041,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,3.0,3.0,127000.0,-3594250.0,3.0,671007.0,0.0,0.0,0.0,4000.0,2923246.0,2923246.0,-3721250.0,671007.0,461126.0,205881.0,0.0,,,,
29310041,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,127000.0,,,,,,,,,,,,,,,,,
29310041,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,-3721250.0,,,,,,,,,,,,,,,,,
29310041,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,-500000.0,500000.0,,
29310041,2017-01-01,2017-09-30,c173,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,7950.0,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,14502.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,1341255.0,1326753.0,Silkeborg,2015-10-01,2016-09-30,-1349205.0,-1349205.0,-7950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,0.0,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29310041,2017-01-01,2017-09-30,c194,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,-1349205.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,,,,
29310041,2017-01-01,2017-09-30,c254,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,-1349205.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,,,,
29310041,2017-01-01,2017-09-30,c321,,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzg3L2M5LzBmLzcyOWYtNDRjNi1hNjY3LTcxNDNmYTQwMDQ0Ng.pdf,http://regnskaber.virk.dk/14001392/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzBiL2NhL2YwLzU4NzgtNDYxZC1iZTljLWFjMDE3NzNjNTExNg.xml,true,HjÃ¸rring,9800.0,15.0,NÃ¸rrebro,Silkeborg,8600.0,4.0,Ãstergade,8600 Silkeborg,Himmelbjergvej 9 A,DK-9800 HjÃ¸rring,NÃ¸rrebro 15,Til kapitalejerne i Vimi Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 30. september 2017.",2018-02-28,2006-01-19,2018-02-28,Statsautoriseret revisor,,20222670.0,29310041.0,20222670.0,mne19734,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 30. september 2017 for Vimi Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Ovesen,Vivi Noble,Michael Ian Noble,Jyske Bank,Vimi Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Silkeborg,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2017-09-30,2017-01-01,true,2018-02-28,HjÃ¸rring,,urn:ofk:oid:25106283,indberetninger-20180424,2.5097342,29310041.0,,2018-04-04T00:51:51.473Z,2018-02-28T09:44:53.059Z,regnskab,0.0,,2017-09-30,2017-01-01,X18-AE-52-GW,2018-02-28T09:44:53.245Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
