entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,OpinionOnAuditedFinancialStatements
31279534,2016-10-01,2016-10-01,c741,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,165526.0,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279534,2016-10-01,2017-09-30,c123,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,352310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279534,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,352310.0,328474.0,803924.0,23696.0,23696.0,451754.0,475450.0,99444.0,,,,,,,,,,,,,,,,,,,,
31279534,2016-10-01,2017-09-30,c742,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,352310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279534,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,642836.0,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,,,,,,,,,1443692.0,292625.0,125000.0,292625.0,1151067.0,1443692.0,777856.0,1151067.0,50773.0,1151067.0,23000.0,23000.0,517836.0,777856.0,705662.0,9421.0,12000.0,,,
31279534,2017-09-30,2017-09-30,c743,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,517836.0,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279534,2017-10-01,2017-10-01,c160,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,3544005.0,4695072.0,
31279534,2017-10-01,2017-10-01,c199,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,517836.0,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279534,2017-10-01,2018-09-30,c1,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,302487.0,288085.0,683992.0,8332.0,8332.0,387575.0,395907.0,85088.0,,,,,,,,,,,,,,,,,,,,"Vi har revideret Ã¥rsregnskabet for Gamborg Udlejning ApS for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven."
31279534,2017-10-01,2018-09-30,c122,,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2Y1LzFmL2U4LzllY2YtNDkwOS05MWQ5LTY1YmVlYjI5YTY5NQ.pdf,http://regnskaber.virk.dk/43597213/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg5L2NlLzc3L2UyN2ItNGZiNC1hODVlLTBjM2VlODdiNmQxOA.xml,82484.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,3.0,Farvervej,"8800, Viborg","Agerlandsvej, 1",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-30,2019-01-30,2008-02-26,2019-01-30,364370.0,statsautoriseret revisor,618236.0,uw@uw.dk,,32093272.0,31279534.0,32093272.0,mne29531,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gamborg Udlejning ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Anette Jensen,Per Gamborg,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Gamborg Udlejning ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2018-09-30,2017-10-01,509521.0,2019-01-30,Viborg,86629222.0,RevisionspÃ¥tegning,urn:ofk:oid:26620275,indberetninger-20180424,2.511682,31279534.0,AWiipFI7et7j816D349C,2019-01-31T06:42:23.902Z,2019-01-31T06:41:43.499Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-22-HQ,2019-01-31T06:41:43.708Z,302487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
