entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
36919930,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,-285481.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,,,,,,,,,,,,,,,
36919930,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,-51700.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,,,,,,,,,,,,,,,
36919930,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,1.0,,,,,,,,,,,,,,,,,,,,,,
36919930,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,337181.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,0.0,436134.0,3855.0,-14.0,432265.0,436134.0,95084.0,,,,,,,,,,,,,,,
36919930,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,867955.0,867955.0,50000.0,867955.0,699124.0,867955.0,168831.0,24458.0,51700.0,597424.0,168831.0,36938.0,91084.0,16351.0,
36919930,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,408887.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,20996.0,543767.0,93.0,1511.0,524189.0,522771.0,115302.0,,,,,,,,,,,,,,,
36919930,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,,,,,,,,,,,,,,,
36919930,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,-52900.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,,,,,,,,,,,,,,,
36919930,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,-355987.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,,,,,,,,,,,,,,,
36919930,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk0LzQ1Lzk2L2JjNjQtNDhlNC05MzMwLWIyMTVmY2YwMThmYg.pdf,http://regnskaber.virk.dk/03991963/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzUxL2JmL2Q0L2ZiMzktNGUyNS1iOTM0LTY4YjBmN2NiY2U1ZQ.xml,true,"2500, Valby","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i OF Gear ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som OF Gear ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-01-08,2019-01-08,2015-06-10,2019-01-08,30563670.0,36919930.0,30563670.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for OF Gear ApS.,Ãrsrapport,Dorte Juel Viborg,Ole Fejer,Juel Viborg,OF Gear ApS,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-01-08,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26540017,indberetninger-20180424,2.509544,36919930.0,AWgtevN3et7j816DxpuV,2019-01-08T12:41:54.149Z,2019-01-08T12:40:55.858Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AB-53-KM,2019-01-08T12:40:56.153Z,,,,,,,,,,,,,,,,,,,,,,,
