entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
30926390,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,-425.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,15275.0,2017-04-10,2007-10-22,2017-05-11,-133635.0,Statsautoriseret revisor,-50600.0,199888.0,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,2180.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-15613.0,0.0,Lunde,2015-01-01,2015-12-31,37970.0,52820.0,66253.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,-14850.0,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,50600.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,2180.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,-14810.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,983203.0,26738.0,125000.0,23635.0,0.0,836870.0,252890.0,548451.0,983203.0,146333.0,127518.0,127518.0,928859.0,1.0,43094.0,0.0,801341.0,50600.0,2518.0,658752.0,0.0,3300.0,146333.0,48637.0,27606.0,4998.0,1246.0,0.0,-1027.0,50056.0,,
30926390,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,2518.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,658751.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-04-10,2007-10-22,2017-05-11,,Statsautoriseret revisor,-50600.0,,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Lunde,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,50600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30926390,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VlLzQ0LzcyL2U2YTUtNDdmMC05MTRmLTY3Y2M0MWQ0NThjMQ.pdf,http://regnskaber.virk.dk/09362903/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzVmLzc1L2RjLzU1NGMtNDdjOS04YzFiLTkzYjk2NDcxNjQ0Zg.xml,true,Varde,6800.0,25.0,Markedspladsen,NÃ¸rre Nebel,6830.0,"53, Lunde",Skolegade,6830 NÃ¸rre Nebel,SkjedsbÃ¸lvej 41,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i Jes SÃ¸rensen Lunde Holding ApS,-2640.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-28424.0,2017-04-10,2007-10-22,2017-05-11,-115612.0,Statsautoriseret revisor,-50600.0,-18090.0,20222670.0,30926390.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Jes SÃ¸rensen Lunde Holding ApS.,104565.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming Bro Lund,Jes SÃ¸rensen,Jes SÃ¸rensen,NÃ¸rre Nebel Sparekasse,Jes SÃ¸rensen Lunde Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-16352.0,609.0,Lunde,2015-01-01,2015-12-31,-13816.0,-44880.0,-133702.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2016-12-31,2016-01-01,false,2017-04-10,Varde,31064.0,75282216.0,urn:ofk:oid:23851360,indberetninger-20180424,2.5124266,30926390.0,,2018-03-27T23:51:58.229Z,2017-05-11T13:05:59.107Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-04-EB,2017-05-11T13:05:59.281Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
