entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermDebtRaisedByIssuanceOfBonds,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29537666,2012-01-01,2012-12-31,ID_11,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",201086.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2012-01-01,2012-12-31,ID_13,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",104486.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2012-01-01,2012-12-31,ID_7,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",-104486.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,9400.0,479536.0,359026.0,12613.0,3437.0,-139086.0,-129910.0,-34600.0,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",-96600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2012-12-31,2012-12-31,ID_15,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,10967.0,679413.0,371838.0,125000.0,668446.0,103142.0,471150.0,10967.0,679413.0,208263.0,10967.0,59602.0,97332.0,101331.0,15000.0,96600.0,249550.0,97332.0,208263.0,199276.0,2000.0,47330.0,79134.0,
29537666,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2013-01-01,2013-12-31,ID_10,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",8645.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2013-01-01,2013-12-31,ID_12,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",-89755.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29537666,2013-01-01,2013-12-31,ID_16,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8vcGRmcy8yOTUzNzY2NjtBcFMzNzM2MTc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66673592/Y3ZyLmRrOi8veGJybHMvWC03MjM2MUE3OS0yMDE0MDMxN18wOTI5MDRfMTI2.xml,"SkÃ¸rping, 9520",Jylandsgade 41,Til den daglige ledelse i X-CITE APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2006-05-19,2014-03-14,29537666.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for X-CITE APS.,Ãrsrapport,Erik Hejlskov,X-CITE APS,ATTIRI Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 13-03-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2013-12-31,2013-01-01,2014-03-13,SkÃ¸rping,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17596358,indberetninger-20180424,2.5122662,29537666.0,,2018-04-01T02:33:01.961Z,2014-03-17T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-88.732,2014-03-17T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
