entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,ExtraordinaryDividendPaid,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
29150826,2017-05-01,2017-05-01,c720,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,125000.0,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2017-05-01,c741,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,7040347.0,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2017-05-01,c744,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,103400.0,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c109,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c123,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,792677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c2019,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c3,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,898477.0,,1.0,68241.0,1244216.0,1363847.0,4763.0,11227.0,878110.0,96000.0,923036.0,51390.0,5352.0,24559.0,1142864.0,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c427,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c742,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,792677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150826,2017-05-01,2018-04-30,c745,,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2IzLzQ1L2E5L2E0MmItNDU4OS05OTIzLTFlYjYxMDRhNTY2Yw.pdf,http://regnskaber.virk.dk/62805192/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2I1LzA1LzQzL2ZkMTQtNDU3Mi1iYWI4LTgwZDY5ZTkwZjRlMg.xml,Randers NV,8920.0,9.0,Wingesvej,"8960, Randers SÃ","Tronholmen, 3",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-09,2019-08-15,,400000.0,29150826.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for BNP Holding ApS.,Ãrsrapport,B. Nygaard Pedersen,Bjarne Nygaard Pedersen,Jyske Bank,BNP Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2019-04-30,2018-05-01,Ingen bistand,urn:ofk:oid:27735079,indberetninger-20180424,2.5097342,29150826.0,AWyUajd9IXJRhhXBMz95,2019-08-15T08:35:34.669Z,2019-08-15T08:34:44.013Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CF-51-ZD,2019-08-15T08:34:44.230Z,,105800.0,,,,,,,,,,,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,,
