entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ChangeInInventoriesOfFinishedGoodsWorkInProgressAndGoodsForResale,CostOfSales,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28504578,2012-10-01,2013-09-30,ID_11,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",86079.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2012-10-01,2013-09-30,ID_7,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",-86079.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,-8230.0,704722.0,176962.0,1406366.0,1497085.0,941993.0,17903.0,17299.0,-86847.0,-86243.0,3152030.0,-768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2012-10-01,2013-09-30,ID_9,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",86079.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2013-09-30,2013-09-30,ID_13,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,1002699.0,234045.0,125000.0,395922.0,38921.0,499026.0,25000.0,25000.0,65848.0,1002699.0,943746.0,82751.0,606777.0,82751.0,345715.0,96029.0,499026.0,20032.0,20032.0,65848.0,-86079.0,290792.0,943746.0,282657.0,96029.0,0.0,24582.0,
28504578,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2013-10-01,2014-09-30,ID_10,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",-112473.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2013-10-01,2014-09-30,ID_14,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2013-10-01,2014-09-30,ID_15,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504578,2013-10-01,2014-09-30,ID_16,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8vcGRmcy8yODUwNDU3ODtBcFMzNDU1NjM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87540582/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE1MDMwMl8xNDMyNTVfMzY2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Mexico King ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-10,2005-03-08,2015-02-28,28504578.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Mexico King ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dhia Matti,Mexico King ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","NÃ¦stved, den 10. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"NÃ¦stved, 370",2014-09-30,2013-10-01,2014-12-10,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16563798,indberetninger-20180424,2.5124211,28504578.0,,2018-03-30T14:19:22.916Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-378.419,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
