entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfExtraordinaryDividendDistributedAfterEndOfReportingPeriod,DateOfGeneralMeeting,ExtraordinaryDividendDistributedAfterEndOfReportingPeriod,ExtraordinaryDividendDistributedAfterEndOfReportingPeriodGross,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
27478824,2016-05-01,2017-04-30,c2,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,0.0,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,0.0,0.0,-10454.0,27478824.0,7286956.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,7151554.0,7286956.0,0.0,200000.0,2018-04-30,2017-05-01,false,false,135402.0,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2016-05-01,2017-04-30,c4,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,200000.0,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2016-05-01,2017-04-30,c6,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,6951554.0,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2017-04-30,2017-04-30,c9,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,47010598.0,845699.0,125000.0,1782610.0,47031199.0,13509629.0,47010598.0,-20601.0,31718359.0,2028335.0,45227988.0,29690024.0,10090000.0,800.0,936911.0,13509629.0,0.0,36616199.0,-20601.0,936911.0,0.0,21401.0
27478824,2017-05-01,2018-04-30,c0,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,10454.0,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,0.0,0.0,-10454.0,27478824.0,1432137.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,1235560.0,1421683.0,-10454.0,200000.0,2018-04-30,2017-05-01,false,false,186123.0,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2017-05-01,2018-04-30,c1,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2017-05-01,2018-04-30,c3,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,0.0,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2017-05-01,2018-04-30,c5,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,1235560.0,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2017-05-01,2018-04-30,c7,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,,,,,,,,,,,,,,,,,,,,,,
27478824,2018-04-30,2018-04-30,c8,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzY3LzM4L2Y1LzI3ZDItNDFmMi1hMDA2LTE4ODQzNmRkN2QwMg.xhtml,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzEyLzYxLzMxLzk5ZDktNDhkNi04NDZmLTdhN2U5MGE1ODc3Mg.pdf,http://regnskaber.virk.dk/42887472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzQ3LzIxL2FjLzJmMmItNGM0YS1hMGQ0LTcwNzJjNjM1NTU0NQ.xml,true,Danmark,DK,Aalborg,9000.0,Vejgaard afd.,SkÃ¸rping,9520.0,45.0,Jyllandsgade,9520 SkÃ¸rping,Jyllandsgade 45,,Regnskabsklasse B,2018-08-21,2018-08-21,200000.0,200000.0,,0.0,-10454.0,27478824.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend H. Jensen,Lilian Lola Bro Jensen,Spar Nord Bank A/S,LILIAN BRO JENSEN HOLDING ApS,Svend H. Jensen,2016-05-01,2017-04-30,,,,200000.0,2018-04-30,2017-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26042986,indberetninger-20180424,2.595325,27478824.0,AWVcDgLwKQjPMJ1HuxzE,2018-08-21T10:36:28.024Z,2018-08-21T10:35:44.789Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-25-WV,2018-08-21T10:35:44.958Z,48088559.0,988733.0,125000.0,1806994.0,47866759.0,13509629.0,48088559.0,221800.0,32771936.0,2027669.0,46281565.0,30744267.0,10090000.0,21800.0,804351.0,13509629.0,200000.0,37651759.0,221800.0,818261.0,0.0,13910.0
