entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
25641752,2013-12-19,2015-05-31,c4,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,18026.0,55802.0,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,9533.0,Frederikshavn,2013-12-19,2015-05-31,12239.0,28243.0,37776.0,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",16004.0,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
25641752,2013-12-19,2015-05-31,c6,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,0.0,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
25641752,2013-12-19,2015-05-31,c8,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,12239.0,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
25641752,2015-05-31,2015-05-31,c10,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,1903801.0,842475.0,500000.0,978992.0,512239.0,924809.0,1903801.0,1391562.0,439593.0,439593.0,924809.0,114899.0,136517.0,924809.0,12239.0,951969.0,222081.0,978992.0,11004.0,603985.0,0.0,
25641752,2015-06-01,2016-05-31,c0,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,15451.0,-62827.0,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,10446.0,Frederikshavn,2013-12-19,2015-05-31,-88923.0,-88724.0,-78278.0,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",199.0,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
25641752,2015-06-01,2016-05-31,c1,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
25641752,2015-06-01,2016-05-31,c2,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,Anders Hvass
25641752,2015-06-01,2016-05-31,c3,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,Alexander Norquist PrÃ¦stholm Graae
25641752,2015-06-01,2016-05-31,c5,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,0.0,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
25641752,2015-06-01,2016-05-31,c7,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzU1LzRiL2VhLzAwNzYtNDVlYS1iZGJjLWQ1NzgxMjM5ODQwOA.xhtml,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzQxLzUyLzE0LzExOTItNDhkYS04YmVjLTA3NTc0ZGIzNzdkYg.pdf,http://regnskaber.virk.dk/25714652/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5LzJiLzJjL2M2MmEtNGI5NS1hYmM3LTM0NmVlMTZhMTI5YQ.xml,true,Frederikshavn,9900.0,17.0,Skovbrynet,9900 Frederikshavn,Thomas Bergsgade 12,Regnskabsklasse B,2016-10-31,2016-10-31,,,25641752.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Stellan HÃ¸m,Niels Stellan HÃ¸m,N.S. HÃM FRITIDSHUSE A/S,BAKOB ApS,,Frederikshavn,2013-12-19,2015-05-31,-88923.0,,,2016-05-31,2015-06-01,false,false,"Det erklÃ¦res hermed, at betingelserne for at undlade revision er opfyldt, og at det er besluttet, ikke at revidere Ã¥rsrapporten for det kommende Ã¥r.",,false,false,formand,Ingen bistand,urn:ofk:oid:23123513,indberetninger-20180424,2.59278,25641752.0,,2018-03-28T19:50:20.527Z,2016-11-07T08:00:07.233Z,regnskab,0.0,,2016-05-31,2015-06-01,X16-BG-31-KQ,2016-11-07T08:00:07.485Z,,,,,,,,,,,,,,,,,,,,,,
