entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,InvestmentsGross,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
35477985,2013-05-01,2014-04-30,c1,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,0.0,Regnskabsklasse B,-8385.0,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,-1126982.0,1160725.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,-114907.0,-1027.0,KÃ¸benhavn,-45477.0,24331.0,32716.0,33743.0,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,0.0,-8385.0,RevisionspÃ¥tegning,-966598.0,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2013-05-01,2014-04-30,c30,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,24331.0,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2014-04-30,2014-04-30,c4,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,1213433.0,361674.0,80000.0,1151933.0,0.0,283383.0,104331.0,1213433.0,1109102.0,61500.0,61500.0,61500.0,439265.0,104254.0,24331.0,35000.0,1109102.0,588805.0,790259.0,8384.0,37648.0,402622.0,,,
35477985,2014-05-01,2014-05-01,c131,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,61500.0,,
35477985,2014-05-01,2014-05-01,c137,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
35477985,2014-05-01,2014-05-01,c158,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,24331.0,,,,,,,,,,,,,,,,,,
35477985,2014-05-01,2015-04-30,c0,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,796.0,Regnskabsklasse B,0.0,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,-2356529.0,2361801.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,-83099.0,-14312.0,KÃ¸benhavn,-84886.0,-8244.0,-9040.0,5272.0,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,-8935.0,796.0,RevisionspÃ¥tegning,-2179609.0,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35477985,2014-05-01,2015-04-30,c132,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2014-05-01,2015-04-30,c159,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,-8244.0,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2014-05-01,2015-04-30,c199,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzRiL2Y3LzBiL2NhMmMtNGQzMC04MGQ4LWE3OGU0MjIzMDRjYQ.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2YxLzFhL2YzLzk1ZTctNGNhYi05NGU4LTRiZTE3MDljNjc3Nw.xml,1.0,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1462  KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2015-09-14,2013-09-15,2015-09-30,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-14,KÃ¸benhavn,,,RevisionspÃ¥tegning,,urn:ofk:oid:21472902,indberetninger-20180424,2.5097417999999996,35477985.0,,2018-03-30T15:47:12.526Z,2015-09-30T12:28:47.259Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-08-AB,2015-09-30T12:28:47.428Z,,,,,,,,,,,,,,,,,,,,,,,,,
