entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,EmployeeBenefitsExpense,GrossResult,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,InvestmentsGross,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
35477985,2014-05-01,2015-04-30,c110,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,-8244.0,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2014-05-01,2015-04-30,c90,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,-8244.0,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,796.0,0.0,0.0,-2356529.0,2361801.0,-83099.0,-14312.0,0.0,-84886.0,-9040.0,5272.0,-8935.0,796.0,-2179609.0,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2015-04-30,2015-04-30,c112,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,1318014.0,260194.0,80000.0,1234014.0,796.0,498291.0,96087.0,1318014.0,1221927.0,84000.0,84000.0,84000.0,625263.0,0.0,16087.0,35000.0,1221927.0,510830.0,973820.0,8384.0,42450.0,474733.0,,,
35477985,2015-05-01,2015-05-01,c246,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000.0,,
35477985,2015-05-01,2015-05-01,c252,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
35477985,2015-05-01,2015-05-01,c273,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,16087.0,,,,,,,,,,,,,,,,,,
35477985,2015-05-01,2016-04-30,c0,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,79964.0,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,-796.0,-43.0,-24004.0,-2625359.0,2779862.0,-138269.0,-50660.0,964.0,-141543.0,104807.0,154503.0,-10096.0,-24843.0,-2335451.0,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35477985,2015-05-01,2016-04-30,c1,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2015-05-01,2016-04-30,c10,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Adam Andrew Glover
35477985,2015-05-01,2016-04-30,c109,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2U0L2E2LzU3Lzk0MDktNDMzOS1iNjdhLWE3YmY3MzA3YzdiNg.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzMzL2ZiLzQ1LzBmZDYtNGVkOS05ODk4LWE5MjFhNTZjNDU0Nw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-09-14,2013-09-15,2016-09-14,Statsautoriseret revisor,-61500.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,Paul O'Keefe,Mr. Paul O'Keefe,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,KÃ¸benhavn,79964.0,KÃ¸benhavn,2016-04-30,2015-05-01,2016-09-14,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23004909,indberetninger-20180424,2.509595,35477985.0,,2018-03-28T21:35:45.296Z,2016-09-28T13:26:47.966Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-63-YZ,2016-09-28T13:26:48.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
