entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,NumberOfEmployees,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
35477985,2015-05-01,2016-04-30,c175,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,796.0,43.0,Regnskabsklasse B,24002.0,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,-2625360.0,2779861.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,138269.0,-50660.0,964.0,KÃ¸benhavn,141544.0,2015-05-01,2016-04-30,79964.0,104805.0,154501.0,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,10096.0,-24841.0,2335451.0,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2015-05-01,2016-04-30,c195,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,79964.0,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2016-04-30,2016-04-30,c172,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,2119242.0,751461.0,80000.0,441250.0,176051.0,2119242.0,1943191.0,22500.0,22500.0,4.0,22500.0,845759.0,22500.0,96051.0,35000.0,1943191.0,916458.0,1345281.0,22002.0,123972.0,881531.0,,,
35477985,2016-05-01,2016-05-01,c226,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,
35477985,2016-05-01,2016-05-01,c253,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,96051.0,,,,,,,,,,,,,,,,,,,
35477985,2016-05-01,2016-05-01,c579,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,22500.0,,
35477985,2016-05-01,2017-04-30,c174,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,0.0,0.0,Regnskabsklasse B,71170.0,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,-3011288.0,3369717.0,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,89122.0,-42185.0,0.0,KÃ¸benhavn,134613.0,2015-05-01,2016-04-30,245074.0,316244.0,358429.0,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,14847.0,-71170.0,2772706.0,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
35477985,2016-05-01,2017-04-30,c194,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,245074.0,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2016-05-01,2017-04-30,c254,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,245074.0,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,,,
35477985,2016-05-01,2017-04-30,c305,,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzFlLzI1LzFjL2RlOGQtNGU4My05NjliLWMyODczNzVkMWY3Ng.pdf,http://regnskaber.virk.dk/58977453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzJmLzgyL2I4LzNkNDEtNDNkNy04OGZlLTU2M2Q3ZTEyNDk4NA.xml,true,22500.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,Vesterbrogade 8,1462 KÃ¸benhavn K,"LavendelstrÃ¦de 17 D, 2",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2017-10-31,2013-09-15,2017-10-31,Statsautoriseret revisor,,,20222670.0,35477985.0,20222670.0,Ãrsrapport,Iben Larsen,James Heslop Pearce,Mr. James Heslop Pearce,Nordea,Gardiner & Theobald ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2015-05-01,2016-04-30,,,,KÃ¸benhavn,2017-04-30,2016-05-01,true,2017-10-31,KÃ¸benhavn,,,,urn:ofk:oid:24653320,indberetninger-20180424,2.5097535,35477985.0,,2018-03-27T15:09:20.647Z,2017-11-01T18:38:42.503Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BE-19-MH,2017-11-01T18:38:42.623Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
