entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SocialSecurityContributions,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ReserveForEntrepreneurialCompany,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,ExtraordinaryDividendPaid
35633871,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",738162.0,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,17500.0,1443.0,Kastrup,52400.0,2016-01-01,2016-12-31,95309.0,123601.0,125044.0,2017-12-31,2017-01-01,false,false,3593.0,28292.0,false,false,direktÃ¸r,Ingen bistand,539625.0,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,,,,,,,,,,,,,,,
35633871,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,101200.0,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,,,,,,,,,,,,,,,
35633871,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,-5891.0,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,,,,,,,,,,,,,,,
35633871,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,1273920.0,1203778.0,1.0,1273920.0,158115.0,1273920.0,1115805.0,140054.0,0.0,49999.0,108115.0,937701.0,1115805.0,15000.0,70142.0,23050.0,0.0,70142.0,
35633871,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,49999.0,,,,,,,,,,,,,,
35633871,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,108115.0,,,,,,,,,,,,,,
35633871,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,158115.0,,,,,,,,,,,,,,
35633871,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,1.0,,,,,,,,,,,,,,
35633871,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",908781.0,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,33831.0,3396.0,Kastrup,53500.0,2016-01-01,2016-12-31,194680.0,254726.0,258122.0,2017-12-31,2017-01-01,false,false,3078.0,60046.0,false,false,direktÃ¸r,Ingen bistand,560250.0,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,,,,,,,,,,,,,,,-103400.0
35633871,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2YyLzcwL2JiLzg5MmQtNGQ1ZS04YjVmLWM0M2RhMzVhMmMyNw.xhtml,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzUwLzQ5L2ZjLzNhYzgtNGY0NC05NDMyLTkwMDEwYTdhMmI5MQ.pdf,http://regnskaber.virk.dk/17833653/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzVmL2ExLzE0LzgxYWItNGQyMy05MWUzLTg4ZmM5MjZhOGRhNw.xml,true,Kastrup,2770.0,61.0,Hadsten Alle,8230 AabyhÃ¸j,"Lokesvej 9D, 2., 3.",Regnskabsklasse B,2018-04-24,2018-05-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter er at planlÃ¦gge og afholde messer samt aktiviter i tilknytning hertil.</p>",,35633871.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten LÃ¸kke Gammelmark,Morten LÃ¸kke Gammelmark,COPENHAGEN SPECS IVS,Casper Lindemose,,,Kastrup,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,,false,false,direktÃ¸r,Ingen bistand,,urn:ofk:oid:25412069,indberetninger-20180424,2.595548,35633871.0,AWMrJ6KCx8uVRSOdgP-8,2018-05-04T12:37:34.804Z,2018-05-04T12:36:44.857Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-70-KR,2018-05-04T12:36:45.071Z,,,,,,,,,,,,,,,,,,,
