entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherLongtermInvestments,OtherReserves,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermReceivablesFromAssociates,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
26595800,2016-10-01,2017-09-30,c5,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,1799898.0,1903676.0,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,83270.0,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,115773.0,120508.0,103778.0,2018-09-30,2017-10-01,false,false,360705.0,4735.0,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26595800,2016-10-01,2017-09-30,c7,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,115773.0,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26595800,2017-09-30,2017-09-30,c9,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,12017620.0,219336.0,500000.0,10322526.0,4433017.0,720977.0,183333.0,183333.0,9219296.0,790784.0,12017620.0,7584603.0,620568.0,620568.0,9219296.0,1695094.0,6289788.0,850186.0,1511761.0,3933017.0,6964035.0,883894.0,674247.0,33708.0,,
26595800,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,1640795.0,2064188.0,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,355594.0,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,52884.0,67799.0,423393.0,2018-09-30,2017-10-01,false,false,360705.0,14915.0,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26595800,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26595800,2017-10-01,2018-09-30,c2,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,Michael Thillemann Rasmussen,Bestyrelsesmedlem
26595800,2017-10-01,2018-09-30,c3,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,Leif Thillemann Rasmussen,Bestyrelsesmedlem
26595800,2017-10-01,2018-09-30,c4,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,Gitte Karin Palm Rasmussen,Bestyrelsesformand
26595800,2017-10-01,2018-09-30,c6,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,52884.0,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26595800,2018-09-30,2018-09-30,c8,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzQyLzU1L2M5L2Q1ODMtNDQ4NC04YzdjLTcwNjZjNTEwY2UzZg.xhtml,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0LzIzLzk0L2JkNTItNDdjMy1hN2FmLWQ4MDA0MzRlZDc2Nw.pdf,http://regnskaber.virk.dk/00859562/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzNlLzcyLzA5L2NiNDEtNDA1MC04NDI3LTVjOTM2ZmU1NWMxZA.xml,true,KÃ¸benhavn K,1160.0,"31, 4 th",Amagertorv,1610 KÃ¸benhavn V,Gammel Kongevej 1,5.0,Regnskabsklasse B,2019-02-25,2019-02-25,mr@mgtrading.dk,,,26595800.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,916828.0,174210.0,Heino Frederiksen,Michael Thillemann Rasmussen,MG SKIN INVEST A/S,Heino Frederiksen,,100000.0,174210.0,164210.0,KÃ¸benhavn,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,360705.0,,false,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26757779,indberetninger-20180424,2.5949402000000004,26595800.0,AWk5OJhPRYGX6_YTFd2j,2019-03-01T12:27:05.638Z,2019-03-01T12:26:43.566Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AP-12-ZD,2019-03-01T12:26:43.723Z,9644488.0,-1172727.0,500000.0,7462904.0,4600111.0,1023855.0,183333.0,183333.0,7726386.0,800186.0,9644488.0,5044377.0,931743.0,14915.0,7726386.0,2181584.0,3762634.0,544117.0,1824041.0,3935901.0,4112634.0,909245.0,350000.0,4423.0,,
