entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CostOfSales,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
21729574,2013-07-01,2014-06-30,ID_11,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",2080812.0,2015-10-30,2015-10-30,187609.0,2081442.0,1123885.0,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,1064205.0,-4875.0,-73821.0,"Hedehusene, den 30-10-2015",-1061883.0,-1214112.0,-1145166.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,4268902.0,-152229.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2013-07-01,2014-06-30,ID_13,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",1061883.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2013-07-01,2014-06-30,ID_15,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",1061883.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2014-06-30,2014-06-30,ID_17,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,2952028.0,1817180.0,500000.0,2455223.0,-208604.0,-325439.0,496805.0,61950.0,2952028.0,3431933.0,61950.0,496805.0,313252.0,496805.0,-154466.0,-154466.0,-825439.0,3431933.0,2913100.0,576093.0,205581.0,784697.0,,,
21729574,2014-07-01,2015-06-30,ID_0,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2014-07-01,2015-06-30,ID_1,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,Britta Rasmussen,Bestyrelsesformand,
21729574,2014-07-01,2015-06-30,ID_10,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",2959146.0,2015-10-30,2015-10-30,182598.0,2194310.0,1401115.0,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,699684.0,555.0,-67089.0,"Hedehusene, den 30-10-2015",-964885.0,-1043437.0,-975793.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,5059945.0,-78552.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2014-07-01,2015-06-30,ID_12,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",964885.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2014-07-01,2015-06-30,ID_14,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",964885.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
21729574,2014-07-01,2015-06-30,ID_18,,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzk1LzU1LzE0L2ZlNTAtNDdmZS1iMjE3LTNiYjYzMzQ2MDg4YQ.pdf,http://regnskaber.virk.dk/47592712/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2VjL2EzLzY5LzQzOTItNDRlZS05ZjRiLTNiM2UzNTJiMDQ5Mw.xml,"Hedehusene, 2640",Magnoliavej 2,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2014 - 30-06-2015.",,2015-10-30,2015-10-30,,,,21729574.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2014 - 30-06-2015 for TR Autolakering A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Rasmussen,TR Autolakering A/S,HenDel BogfÃ¸ring,,,,"Hedehusene, den 30-10-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"169, HÃ¸je-Taastrup",2015-06-30,2014-07-01,,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:21578983,indberetninger-20180424,2.5095882,21729574.0,,2018-03-30T11:22:26.400Z,2015-10-31T14:32:42.976Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-16-MQ,2015-10-31T14:32:43.069Z,,,,,,,,,,,,,,,,,,,,,,,,,
