entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOfChangesInEquity,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,DividendPaid
29915636,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,0.0,hje@karaco.dk,0.0,279369.0,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,2811.0,0.0,Horsens,2017-01-01,2017-12-31,213374.0,276558.0,279369.0,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",63184.0,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,,,,,,,,,,,,,,,,,,
29915636,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,85000.0,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,,,,,,,,,,,,,,,,,,
29915636,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,128374.0,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,,,,,,,,,,,,,,,,,,
29915636,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,1246439.0,1081752.0,125000.0,1246439.0,1188705.0,1246439.0,57734.0,0.0,0.0,40550.0,0.0,85000.0,0.0,0.0,978705.0,0.0,57734.0,164687.0,17184.0,0.0,164687.0,
29915636,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,978705.0,,,,,,,,,,,,,,,,,
29915636,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,85000.0,,,,,,,,,,,,,,,,,
29915636,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,1188705.0,,,,,,,,,,,,,,,,,
29915636,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,125000.0,,,,,,,,,,,,,,,,,
29915636,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,0.0,hje@karaco.dk,0.0,203608.0,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,134788.0,14136.0,Horsens,2017-01-01,2017-12-31,61660.0,82956.0,203608.0,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",21296.0,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,,,,,,,,,,,,,,,,,,85000.0
29915636,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzE4Lzc1LzZkLzcwLzYyNDQtNDAyZi1iZjcxLWIwY2E0MDE2OTJhYw.xhtml,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2Y0L2JjLzQ0LzQ4ODctNDNlMC1iM2ZlLWVkMTM4N2QxZDI3OA.pdf,http://regnskaber.virk.dk/63651992/ZG9rdW1lbnRsYWdlcjovLzAzLzllL2ZlL2JlL2NkLzFkNTUtNDNmZS1iZDYyLWExOGZlNjI1MTQ3Mw.xml,true,Danmark,DK,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,Horsens,8700.0,44B,SÃ¸ndrevej,8700 Horsens,SÃ¸ndrevej 44B,"Regnskabsklasse B, mikrovirksomhed",2019-03-16,2019-03-16,,hje@karaco.dk,,,29915636.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henning Jensen,Henning Jensen,Handelsbanken,KARACO ApS,Henning Jensen,,,Horsens,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ikke sket Ã¦ndring i selskabskapitalen i de seneste 5 Ã¥r.</p>",,40295905.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26839039,indberetninger-20180424,2.5949414,29915636.0,AWmPUtJpRYGX6_YTF-F8,2019-03-18T05:43:35.931Z,2019-03-18T05:42:42.771Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-87-DP,2019-03-18T05:42:42.991Z,,,,,,,,,,,,,,,,,,,,,,
