entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31177146,2012-07-01,2013-06-30,ID_11,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",-149644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2012-07-01,2013-06-30,ID_13,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",-149644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2012-07-01,2013-06-30,ID_9,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",149644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,-12840.0,623999.0,784688.0,24109.0,224.0,149644.0,173529.0,,
31177146,2013-07-01,2014-06-30,ID_0,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2013-07-01,2014-06-30,ID_1,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2013-07-01,2014-06-30,ID_10,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",72594.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2013-07-01,2014-06-30,ID_12,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",72594.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2013-07-01,2014-06-30,ID_14,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2013-07-01,2014-06-30,ID_15,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
31177146,2013-07-01,2014-06-30,ID_16,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8vcGRmcy8zMTE3NzE0NjtBcFM0MjI0MTc7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/64177113/Y3ZyLmRrOi8veGJybHMvWC05MkJCMzBFNC0yMDE0MTEzMF8wOTQzMTNfODU5.xml,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Spartelprodukter.dk ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.",2008-01-08,2014-11-24,0.0,31177146.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for Spartelprodukter.dk ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars-Peter Wessel,Spartelprodukter.dk ApS,"bp-revision, registrerede revisorer FSR - danske revisorer","StrÃ¸by, den 20-11-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-20,Klippinge,40 78 70 68,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:19198312,indberetninger-20180424,2.5118417999999996,31177146.0,,2018-04-01T01:30:12.549Z,2014-11-30T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-318.424,2014-11-30T23:00:00.000Z,,,,,,,,,
