entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
32288014,2013-10-01,2014-09-30,ID_11,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",-237323.0,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2013-10-01,2014-09-30,ID_13,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",-237323.0,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2013-10-01,2014-09-30,ID_7,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",237323.0,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,0.0,1066715.0,1384855.0,6116.0,3822.0,315846.0,318140.0,78523.0,,,,,,,,,,,,,,,,,,,,,,
32288014,2013-10-01,2014-09-30,ID_9,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",0.0,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2014-09-30,2014-09-30,ID_15,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,826045.0,575118.0,125000.0,826045.0,11279.0,8961.0,411517.0,826045.0,414528.0,213514.0,40468.0,0.0,286517.0,414528.0,54146.0,19325.0,250927.0,0.0,74456.0,53087.0,190219.0,
32288014,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2014-10-01,2015-09-30,ID_10,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",-16114.0,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2014-10-01,2015-09-30,ID_12,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",-316114.0,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288014,2014-10-01,2015-09-30,ID_16,,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzM0L2RhL2ZmL2IwOTAtNDFhYi1iZWFhLThlMTYxNjY4OGE1MQ.pdf,http://regnskaber.virk.dk/41088223/ZG9rdW1lbnRsYWdlcjovLzAzLzlmL2M4LzgxLzY5Lzk1NzctNDg0Yi1hYTFmLTFmODRjNTkzZTdiNg.xml,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i Telemind ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-11-12,2009-07-09,2016-01-08,32288014.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Telemind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Lybye,Telemind ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",,"751, Ãrhus",2015-09-30,2014-10-01,2015-11-12,Aarhus,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21877978,indberetninger-20180424,2.5097342,32288014.0,,2018-03-28T15:51:16.612Z,2016-01-11T11:59:15.462Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-22-TR,2016-01-11T11:59:15.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
