entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentDeferredTaxAssets,Equity,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment
26456363,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,-46000.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,43000.0,Statsautoriseret revisor,-52900.0,209000.0,38000.0,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,20000.0,1000.0,2000.0,Varde,2017-01-01,2017-12-31,-167000.0,-213000.0,-214000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,7000.0,-46000.0,182000.0,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26456363,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,-220000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26456363,2017-01-01,2017-12-31,c219,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,53000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26456363,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,765000.0,264000.0,25000.0,150000.0,62000.0,675000.0,10000.0,188000.0,765000.0,90000.0,231000.0,147000.0,0.0,43000.0,231000.0,53000.0,10000.0,472000.0,147000.0,90000.0,2000.0,113000.0,38000.0,26000.0,,,,,
26456363,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,
26456363,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,472352.0,,,,,,,,,,,,,,,,,,,,,,,
26456363,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,52900.0,,,,,,,,,,,,,,,,,,,,,,,
26456363,2018-01-01,2018-01-01,c542,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,,,,,,,,,,,,,,,,,,,,230567.0,419312.0,,,
26456363,2018-01-01,2018-01-01,c547,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,,Statsautoriseret revisor,-52900.0,,,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,,,,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,,,,,,,,,,,,,,,,,,,,113499.0,155698.0,,,
26456363,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2ZhL2YxLzRhL2VjYjAtNGI0YS1iYWZmLWVkNTllYmQxNzQ3Zg.pdf,http://regnskaber.virk.dk/36365462/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzMxL2RkLzllL2E5OWMtNDk1Yi04YTdhLWQ4NWUxN2NjZmM2ZQ.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6800 Varde,FrÃ¸strupskovvej 41,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i KJAERS HOLDING ApS,24136.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-04-26,2002-01-30,2019-05-06,44519.0,Statsautoriseret revisor,-52900.0,26929.0,187287.0,20222670.0,26456363.0,20222670.0,mne26694,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for KJAERS HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Larsen,Henning KjÃ¦r,Henning Gejsing KjÃ¦r,KJAERS HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,50276.0,7205.0,682.0,Varde,2017-01-01,2017-12-31,85180.0,109316.0,115839.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-26,Esbjerg,5653.0,24136.0,-29000.0,urn:ofk:oid:27083248,indberetninger-20180424,2.5097342,26456363.0,AWqMy9VwRYGX6_YTHbkw,2019-05-06T10:59:26.814Z,2019-05-06T10:58:49.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-81-BL,2019-05-06T10:58:49.615Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
