entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
27610501,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,91694.0,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,128303.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-01-01,c719,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,91694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,679905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,,48871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,,,31520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,,1780391.0,,5.0,12399.0,2916336.0,5140679.0,31520.0,209595.0,208.0,28700.0,270020.0,2271956.0,2211944.0,17230.0,491565.0,2419491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610501,2017-01-01,2017-12-31,c459,,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNkLzA4LzIwL2EyOGYtNDlhYi1hYWEyLWRiYjlkOGQ4OGZmMg.pdf,http://regnskaber.virk.dk/10501672/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzgxLzQ4L2QwLzY3YjktNGE4Ny05NWM5LWUzZDhlN2VhMjEwYg.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,4.0,Torvet,"6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-22,2019-02-22,2006-11-02,2019-03-08,13192.0,statsautoriseret revisor,32285201.0,27610501.0,32285201.0,mne24721,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018 for EDC Rekrea Varde A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Henrik Kamp Sylvestersen,Henrik Kamp Sylvestersen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EDC Rekrea Varde A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,EDC Finans af 1.1.2006 ApS,Varde,2018-12-31,2018-01-01,88500.0,33.33,2019-02-22,Esbjerg,76 11 44 00,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26819710,indberetninger-20180424,2.5097342,27610501.0,AWl21JKJRYGX6_YTF1Ls,2019-03-13T11:34:32.656Z,2019-03-13T11:33:55.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-97-PH,2019-03-13T11:33:56.032Z,,31520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
