entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCashAndCashEquivalents,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
34208697,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",1470395.0,-73010.0,34208697.0,438319.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,285696.0,-73462.0,-73010.0,2015-12-31,2015-01-01,1397385.0,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,79161.0,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,
34208697,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,438319.0,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,
34208697,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,-152623.0,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,
34208697,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,809237.0,213649.0,80000.0,311453.0,276576.0,809237.0,532661.0,497784.0,497784.0,497784.0,14322.0,392782.0,-196206.0,532661.0,444000.0,97804.0,25000.0,79161.0,58482.0,9500.0,
34208697,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",358357.0,-119751.0,34208697.0,571402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,339909.0,451660.0,-119751.0,2015-12-31,2015-01-01,238606.0,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,111751.0,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,
34208697,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,Henrik Stefan Nielsen
34208697,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,Tino Schnedler Hemmingsen
34208697,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,571402.0,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,
34208697,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,-231493.0,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,,,,,,,,,,,,,,,,,,,,,
34208697,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzMzLzkzL2Y1L2NmYWUtNGU0Yi1iMzBhLTM2NjYzM2Q1ZmEwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2ZlL2RmLzg1L2YyNWYtNGVmMS04OWM3LTRjYjcwZGY3ZTU4NQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzY1L2VhL2NhL2IyMjgtNDZkYy05YmZlLTMxZmY4OWVlNTNiMw.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2620 Albertslund,Roholmsvej 14A,Regnskabsklasse B,2016-04-26,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Likivide beholdning bestÃ¥r af indestÃ¥ende i bank.</p>",,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,-452.0,9.0,Albertslund,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Ingen bistand,urn:ofk:oid:23660268,indberetninger-20180424,2.5927877,34208697.0,,2018-03-28T04:40:47.817Z,2017-03-29T13:42:07.390Z,regnskab,1.0,,2015-12-31,2015-01-01,X16-BG-52-GC,2017-03-29T13:42:07.806Z,1330851.0,66358.0,80000.0,261665.0,695647.0,1330851.0,635204.0,1069186.0,1069186.0,1069186.0,14322.0,275738.0,339909.0,635204.0,494000.0,195307.0,25000.0,111751.0,155985.0,29453.0,
