entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CorporateGovernanceReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTaxReceivables,ShorttermTradePayables,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
34208697,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,358357.0,-119751.0,34208697.0,571402.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,9.0,2015-01-01,2015-12-31,339909.0,451660.0,-119751.0,2016-12-31,2016-01-01,238606.0,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,111751.0,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,,
34208697,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,571402.0,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,,
34208697,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,-231493.0,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,,
34208697,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,1330851.0,66358.0,80000.0,261665.0,695647.0,1330851.0,635204.0,1069186.0,1069186.0,1069186.0,14322.0,275738.0,339909.0,635204.0,494000.0,195307.0,25000.0,111751.0,,
34208697,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,85364.0,15011.0,34208697.0,379019.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,1.0,2015-01-01,2015-12-31,345351.0,394031.0,15011.0,2016-12-31,2016-01-01,100375.0,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,48680.0,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,,
34208697,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,Henrik Stefan Nielsen,DirektÃ¸r
34208697,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,Tino Schnedler Hemmingsen,DirektÃ¸r
34208697,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,379019.0,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,,
34208697,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,-33668.0,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,,,,,,,,,,,,,,,,,,,,
34208697,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzE3L2RmLzA4LzU4ZjEtNDI1Mi1hNjY1LWU5MTY3MmZmN2IwMw.xhtml,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2M2LzI3L2ZkL2E2YzMtNDlhMi05ZmM4LTdiNDU5ZDVjMDI1OQ.pdf,http://regnskaber.virk.dk/79680243/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBkL2VlLzY2LzI2YzYtNDc1Ny04NTQ4LTljZDI0M2YzMDA1MQ.xml,true,Albertslund,2620.0,14.0,Roholmsvej,2150 Nordhavn,"Ãrhusgade 88, 4. sal",Regnskabsklasse B,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledes dagligt af Henrik Nielsen og Tino Hemmingsen.</p>",2017-05-24,,,34208697.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nielsen,CONSUMER NORDIC ApS,Henrik Nielsen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,155985.0,29453.0,Der er fravalg af revision for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:23946424,indberetninger-20180424,2.495563,34208697.0,,2018-03-28T08:27:58.049Z,2017-05-25T10:25:42.972Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-08-ZU,2017-05-25T10:25:43.191Z,1598849.0,27160.0,80000.0,150644.0,1152749.0,1598849.0,446100.0,1448205.0,1448205.0,1448205.0,98484.0,727398.0,345351.0,446100.0,397420.0,123484.0,25000.0,48680.0,,
