entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
27085954,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,84151.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,
27085954,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,-52402.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,-5175.0,31749.0,-5175.0,78976.0,,,,,,,,,,,,,,,,,
27085954,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,-31749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,
27085954,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,2257441.0,125000.0,13171.0,13171.0,147048.0,2257441.0,2110393.0,2244270.0,2244270.0,2244270.0,-983763.0,1005811.0,2110393.0,2104143.0,13171.0,6250.0,
27085954,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,437582.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,-19371.0,520265.0,-19371.0,63312.0,,,,,,,,,,,,,,,,,
27085954,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,
27085954,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,Jens Peter SlÃ¦bÃ¦k Nielsen
27085954,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,
27085954,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,-526312.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,
27085954,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzE2LzQ2L2E0LzExZTgtNDAyZS04NDFhLTI1YWE2NzRjZjk3NA.pdf,http://regnskaber.virk.dk/45958072/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzQxLzZkL2I1LzBiMmItNDIyMy1iY2RmLTBkMGI2MWFhMmVkZQ.xml,true,"7100, Vejle","Porschevej 3, 1.",Til kapitalejerne i TornelÃ¸kke Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-18,2017-05-18,2017-05-31,19553876.0,27085954.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for TornelÃ¸kke Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne M. Jakobsen,Jens Peter SlÃ¦bÃ¦k Nielsen,LDM Revision,TornelÃ¸kke Holding ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,88730.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-18,Vejle,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24063070,indberetninger-20180424,2.5124211,27085954.0,,2018-03-28T20:17:48.159Z,2017-06-01T22:19:47.526Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-06-DE,2017-06-01T22:19:48.285Z,,,,,,,,,,,,,,,,,,,,,
