entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfRevenue,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
29608997,2012-07-01,2013-06-30,c121,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,1775.0,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29608997,2012-07-01,2013-06-30,c13,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,1775.0,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,0.0,1775.0,0.0,1775.0,1775.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
29608997,2013-06-30,2013-06-30,c14,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,26842.0,0.0,16761.0,26842.0,25154.0,26842.0,1688.0,1125.0,7991.0,402.0,1688.0,563.0,26842.0,26842.0,0.0,0.0,,,
29608997,2013-07-01,2013-07-01,c182,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,16761.0,,,,,,,,,,,,,,
29608997,2013-07-01,2013-07-01,c185,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,402.0,,,,,,,,,,,,,,
29608997,2013-07-01,2013-07-01,c200,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,7991.0,,,,,,,,,,,,,,
29608997,2013-07-01,2014-06-30,c11,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,13645.0,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,17266.0,1611.0,-217.0,1611.0,18660.0,17266.0,-5015.0,,,,,,,,,,,,,,,,,,,
29608997,2013-07-01,2014-06-30,c120,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,13645.0,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29608997,2013-07-01,2014-06-30,c201,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,13645.0,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29608997,2013-07-01,2014-06-30,c65,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8vcGRmcy8yOTYwODk5NztBcFMzNzQ2MTI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/79980692/Y3ZyLmRrOi8veGJybHMvWC02NTQxQkI3RS0yMDE0MTIxN18xODE0MjZfMjY3.xml,Aalborg,9000.0,1A,Vestre Havnepromenade,Thisted,7700.0,11.0,Jernbanegade,9000 Aalborg,Vestre Havnepromenade 1A,Regnskabsklasse B,2014-12-17,2014-12-17,2006-05-29,2014-12-17,ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet).,"Finansielle indtÃ¦gter og omkostninger indeholder renter, omkostninger ved realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende gÃ¦ld og transaktioner i fremmed valuta m.v.","I henhold til Ã¥rsregnskabslovens Â§ 32 er visse poster sammendraget i posten ""Bruttoresultatet"".",NettoomsÃ¦tningen mÃ¥les til dagsvÃ¦rdien af det aftalte vederlag ekskl. moms og afgifter opkrÃ¦vet pÃ¥ vegne af tredjepart. Alle former for afgivne rabatter indregnes i nettoomsÃ¦tningen.,29608997.0,30700228.0,Ãrsrapport,Peter Enevoldsen,Henrik Amby Jensen,Wind 33 ApS,Ernst & Young Godkendt Revisionspartnerselskab,Thisted,,Thisted,2014-06-30,2013-07-01,2014-12-17,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17626261,indberetninger-20180424,2.5118406,29608997.0,,2018-04-01T06:02:22.146Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-292.084,2014-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
