entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
28861524,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,208435.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",2299052.0,2674849.0,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,13600.0,23285.0,KÃ¸benhavn,2016-01-01,2016-12-31,127550.0,177047.0,167362.0,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,49497.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861524,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,51700.0,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861524,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,75850.0,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861524,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,2873740.0,649450.0,125000.0,1743453.0,22180.0,8230.0,104650.0,45075.0,2244647.0,33670.0,112947.0,975512.0,16455.0,2873740.0,629093.0,104650.0,0.0,1130287.0,391746.0,609707.0,1025637.0,51700.0,1.0,1.0,112947.0,2067947.0,629093.0,70421.0,981057.0,303346.0,97898.0,23954.0,37595.0,,
28861524,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,47418.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",2238848.0,2756696.0,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,1454.0,23443.0,KÃ¸benhavn,2016-01-01,2016-12-31,383270.0,492419.0,470430.0,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,109149.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861524,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30969103.0,PC-Revision Gentofte
28861524,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861524,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30969103.0,PC-Revision Gentofte
28861524,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,52900.0,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861524,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzY2L2ExL2U2L2M1ZGUtNGFlMy1iNDk1LTcwNmRiMGU1YWE3Ng.xhtml,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzFjLzQ4LzM2L2VkNGQtNDY3Ny04ZDA5LTIwNTE1ZjA1ZGQ4Ng.pdf,http://regnskaber.virk.dk/42516882/ZG9rdW1lbnRsYWdlcjovLzAzL2ViL2VlL2I3LzhkL2YyYjItNDVmMy05MDg4LTAwYmI2ZWQ2NzI0MQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn K,1455.0,33.0,StudiestrÃ¦de,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Masken Bar ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-26,2018-04-26,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med de Ã¸vrige selskaber i koncernen og hÃ¦fter solidarisk for de skatter, som vedrÃ¸rer sambeskatningen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pr. statusdagen.</p>",,,28861524.0,mne2657,1013816073.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bo Winther SÃ¸rensen,Bo Winther SÃ¸rensen,MASKEN BAR OG CAFÃ ApS,Jeanette Mingon Olsen,,,KÃ¸benhavn,2016-01-01,2016-12-31,330370.0,,,2017-12-31,2017-01-01,false,false,2018-04-26,Hellerup,Det besluttes pÃ¥ generalforsamlingen at Ã¥rsrapporten ikke skal revideres. Betingelserne for at undlade revision anses for opfyldt.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25814594,indberetninger-20180424,2.595548,28861524.0,AWP6l2bk0wkEsASkttpi,2018-06-13T19:20:49.153Z,2018-06-13T19:20:12.881Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-86-UR,2018-06-13T19:20:13.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
