entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,GainsLossesFromCurrentValueAdjustmentsOfOtherInvestmentAssets,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables
31279070,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",7119.0,9168.0,2049.0,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,2902.0,22885.0,Herlev,2016-01-01,2016-12-31,19216.0,22032.0,2049.0,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,2816.0,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,51700.0,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,-32484.0,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,1562338.0,741560.0,125000.0,865308.0,1541897.0,1562338.0,20441.0,697030.0,697030.0,697030.0,123748.0,51700.0,-758323.0,2123520.0,20441.0,123748.0,2816.0,17625.0
31279070,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",6724.0,11843.0,5119.0,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,2999.0,18524.0,Herlev,2016-01-01,2016-12-31,16112.0,20644.0,5119.0,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,4532.0,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,52900.0,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,-36788.0,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,,,,,,,,,,,,,,,,,,
31279070,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2RmL2M5L2EyL2RhYjktNDZiMi04ZmZlLWIwNTJjNDZkMzY2ZA.xhtml,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M4LzdiLzI3LzAyODAtNGE5NS05ZWYyLWE4M2JmZTY2NDhkMQ.pdf,http://regnskaber.virk.dk/07097213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2I1L2UxLzViLzExZDMtNGNhOS04YmZmLWFhMTczZTBjNzFiNg.xml,true,Taastrup,2630.0,15.0,Vejleholmen,Herlev,2730.0,29.0,Klokkedybet,2630 Taastrup,Vejleholmen 15,Regnskabsklasse B,2018-05-11,2018-05-17,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,31279070.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bernadette Valenthin,Bernadette Vallenthin,Revisionsfirmaet Bent Pedersen ApS,BV HERLEV ApS,Bent Pedersen,,,Herlev,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Ledelsen har fravalgt revision af Ã¥rsregnskabet for 2018,,false,false,Ingen bistand,urn:ofk:oid:25484415,indberetninger-20180424,2.5955422,31279070.0,AWNvN1HAx8uVRSOdgm42,2018-05-17T17:48:25.220Z,2018-05-17T17:48:04.195Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-22-JL,2018-05-17T17:48:04.394Z,1533466.0,680609.0,125000.0,806670.0,1506309.0,1533466.0,27157.0,726796.0,726796.0,726796.0,126061.0,52900.0,-795111.0,2123520.0,27157.0,126061.0,4532.0,22625.0
