entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,Dividend,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
31150728,2017-07-01,2018-06-30,ID_16,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,50000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2017-07-01,2018-06-30,ID_18,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,434034.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2017-07-01,2018-06-30,ID_20,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,-307257.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2017-07-01,2018-06-30,ID_6,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,176777.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,140000.0,48998.0,-7720.0,434451.0,143579.0,-147720.0,187850.0,-33198.0,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2018-06-30,2018-06-30,ID_5,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,4876533.0,352671.0,125000.0,4146152.0,2529426.0,4876533.0,2347107.0,730381.0,730381.0,730381.0,3669775.0,1404820.0,123706.0,50000.0,529964.0,1824462.0,3669775.0,2347107.0,884542.0,123706.0,50870.0,6875.0,,,
31150728,2018-07-01,2018-07-01,ID_11,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,-125000.0,,,,,,,,,,,,,,,,,,,,
31150728,2018-07-01,2018-07-01,ID_12,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,-529964.0,,,,,,,,,,,,,,,,,,,,
31150728,2018-07-01,2018-07-01,ID_13,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,-1824462.0,,,,,,,,,,,,,,,,,,,,
31150728,2018-07-01,2018-07-01,ID_14,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,,,,,,,,,,,,,-50000.0,,,,,,,,,,,,,,,,,,,,
31150728,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzI2L2RjL2FjL2MyNzctNGYwYS04OWJjLTJiM2MwNzA0NzUzYg.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2VkLzhlL2JjLzIwMjQtNGUwOC1iYzg1LWRkNWQ5ZTVkNTU5MQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-02,2019-09-02,2007-12-14,2019-11-06,21696382.0,31150728.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for H.B.N. Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Heidi Birgitte Nielsen,"DALSGAARD, STAHL & WÃLDIKE","H.B.N. Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2017-07-01,2018-06-30,379950.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2019-06-30,2018-07-01,false,2019-09-02,Slagelse,58534809.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28000920,indberetninger-20180424,2.5124211,31150728.0,AW5LQpHEIXJRhhXBPULo,2019-11-08T13:45:43.135Z,2019-11-08T13:44:43.589Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DJ-71-FN,2019-11-08T13:44:43.819Z,0.0,54999.0,-7405.0,431574.0,365390.0,-7405.0,96471.0,-14560.0,,,,,,,,,,,,,,,,,,,,,,,,,
