entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,ExternalExpenses,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables
31150728,2013-07-01,2014-06-30,c3,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,280000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",7883.0,42024.0,-7883.0,31150728.0,268033.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",105595.0,Slagelse,2013-07-01,2014-06-30,-40243.0,-49406.0,-287883.0,2015-06-30,2014-07-01,93127.0,2015-09-24,Slagelse,-9163.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-07-01,2014-06-30,c5,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,49000.0,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-07-01,2014-06-30,c7,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,-89243.0,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2014-06-30,2014-06-30,c9,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,4003142.0,307036.0,125000.0,2541335.0,11218.0,2050657.0,980000.0,980000.0,4003142.0,1952485.0,481807.0,481807.0,1461807.0,2137993.0,1269150.0,85088.0,49000.0,281807.0,1594850.0,2137993.0,1952485.0,668402.0,96306.0,8433.0,6500.0
31150728,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,280000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",8161.0,37313.0,-8161.0,31150728.0,366021.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",122332.0,Slagelse,2013-07-01,2014-06-30,46123.0,33950.0,-288161.0,2015-06-30,2014-07-01,128929.0,2015-09-24,Slagelse,-12173.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2014-07-01,2015-06-30,c4,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,50000.0,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2014-07-01,2015-06-30,c6,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,-3877.0,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2015-06-30,2015-06-30,c8,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzdiLzFlLzRiL2I4YWEtNGJhNi1iYmVjLTBiYmZjMDg3MDhmMA.xhtml,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzg3L2RhLzQ3LzFmZTEtNGY4MS04NmI0LTk1MWY0NjQ1YWI2Nw.pdf,http://regnskaber.virk.dk/82705113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2JjL2NjLzI5L2Q5NTgtNDMwYi1iNWQyLTYzMTExM2RjYWY5MQ.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-24,2015-11-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Birgitte Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-24,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620593,indberetninger-20180424,2.5955422,31150728.0,,2018-03-30T13:22:31.466Z,2015-11-13T17:26:45.919Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-44-TA,2015-11-13T17:26:46.104Z,4143957.0,260883.0,125000.0,2846129.0,0.0,2047780.0,700000.0,700000.0,4143957.0,2096177.0,597828.0,597828.0,1297828.0,2477146.0,1300197.0,108100.0,50000.0,397828.0,1474952.0,2477146.0,2096177.0,748056.0,108100.0,41049.0,6875.0
