entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
31150728,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,280000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",7374.0,91689.0,55945.0,-7374.0,31150728.0,480126.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",58321.0,Slagelse,2012-07-01,2013-06-30,118014.0,91689.0,-287374.0,2014-06-30,2013-07-01,103439.0,2014-10-01,Slagelse,-26325.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2012-07-01,2013-06-30,c5,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,48000.0,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2012-07-01,2013-06-30,c7,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,70014.0,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-06-30,2013-06-30,c9,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,4328730.0,301388.0,125000.0,2354956.0,11234.0,2138900.0,1260000.0,1260000.0,4328730.0,2189830.0,713774.0,713774.0,1973774.0,1951009.0,1208627.0,48000.0,513774.0,1452126.0,1951009.0,2189830.0,974703.0,102559.0,91325.0,6500.0
31150728,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,280000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",7883.0,-49406.0,42024.0,-7883.0,31150728.0,268033.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",105595.0,Slagelse,2012-07-01,2013-06-30,-40243.0,-49406.0,-287883.0,2014-06-30,2013-07-01,93127.0,2014-10-01,Slagelse,-9163.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-07-01,2014-06-30,c1,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,49000.0,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,-89243.0,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
31150728,2014-06-30,2014-06-30,c8,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8vcGRmcy8zMTE1MDcyODtBcFM0MTk4Mjg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/82705113/Y3ZyLmRrOi8veGJybHMvWC1DQUQ5NzMyOC0yMDE0MTExNF8xNjA5MDNfODcx.xml,Slagelse,4200.0,3.0,Smedegade,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i H.B.N. Holding, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-10-01,2014-11-14,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,,,31150728.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Heidi Nielsen,Heidi Nielsen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab","H.B.N. HOLDING, SLAGELSE ApS","Dalsgaard, Stahl & WÃ¸ldike",,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,,2014-10-01,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19109500,indberetninger-20180424,2.5118406,31150728.0,,2018-03-31T21:57:14.941Z,2014-11-14T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-294.465,2014-11-14T23:00:00.000Z,3994709.0,307036.0,125000.0,2532902.0,11218.0,2050657.0,980000.0,980000.0,3994709.0,1944052.0,481807.0,481807.0,1461807.0,2137993.0,1269150.0,49000.0,281807.0,1594850.0,2137993.0,1944052.0,668402.0,87873.0,76655.0,6500.0
