entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DividendPaid,ExternalExpenses,ExtraordinaryDividendPaid,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AdditionsToInvestments,IncreaseDecreaseOfInvestmentsThroughTransfers,ProfitLossRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear,TransferRevaluationOfInvestments
32082203,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,180070.0,2018-10-01,2009-01-15,2018-10-01,-100000.0,505.0,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,176298.0,Ãrsrapport,29800.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,819048.0,789248.0,Skanderborg,2016-10-01,2017-09-30,814771.0,994841.0,175793.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,180070.0,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,,,,,,,,,,,,,,,,,,,,,,
32082203,2016-10-01,2017-09-30,c177,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,,,,,,,,,,,,,,,,,,,,,,
32082203,2016-10-01,2017-09-30,c179,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,,,,,,,,,,,,,,,,,,,,,,
32082203,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,714771.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,,,,,,,,,,,,,,,,,,,,,,
32082203,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,6457448.0,160136.0,269250.0,6254676.0,6457448.0,202772.0,407964.0,407964.0,407964.0,0.0,4213611.0,100000.0,5885426.0,4213611.0,202772.0,1675737.0,1675737.0,202772.0,,,,,,,
32082203,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,269250.0,,,,,,,,,,,,,,,,,,,,,
32082203,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,5885426.0,,,,,,,,,,,,,,,,,,,,,
32082203,2017-10-01,2017-10-01,c257,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,100000.0,,,,,,,,,,,,,,,,,,,,,
32082203,2017-10-01,2017-10-01,c548,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,,,,,,,,,,,,,,,,-2492768.0,2900732.0,,,,,
32082203,2017-10-01,2017-10-01,c554,,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2EzLzgxL2U3LzQwOGItNDlmNi1hOTlmLTUyYWE4NmUyYjE2ZA.pdf,http://regnskaber.virk.dk/30228023/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzhmLzA4L2FmLzhmZWUtNDllOS05NWY0LTZiN2RhNjBmNTg5MA.xml,true,8100  Ãrhus C,Ãboulevarden 69,8660 Skanderborg,Slotsholmen 2,8660 Skanderborg,Slotsholmen 2,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-01,2009-01-15,2018-10-01,-100000.0,,-100000.0,32082203.0,32082203.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for HOLDINGSELSKABET SPE AF 15/1 2009 APS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Dirigent, Steen Pedersen",Steen Pedersen,Den Danske Bank,HOLDINGSELSKABET SPE AF 15/1 2009 APS,HOLDINGSELSKABET SPE AF 15/1 2009 APS,,,Skanderborg,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skanderborg,2018-09-30,2017-10-01,true,,Ingen bistand,urn:ofk:oid:26159054,indberetninger-20180424,2.5097342,32082203.0,AWYuw_uY5OzuYdPkEyRK,2018-10-01T08:34:54.798Z,2018-10-01T08:34:45.946Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-AY-54-ND,2018-10-01T08:34:46.291Z,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
