entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermContractWorkInProgressLiabilities,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
30205731,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,162292.0,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,8853.0,2071569.0,538708.0,2302567.0,15847.0,2546.0,208844.0,222145.0,2841275.0,46552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,156332.0,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,5960.0,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2017-12-31,2017-12-31,c13,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,1059851.0,268602.0,125000.0,777986.0,281332.0,3805.0,1059851.0,778519.0,0.0,278060.0,27102.0,27102.0,281865.0,278060.0,742357.0,59538.0,3805.0,156332.0,751417.0,509384.0,3357.0,9060.0,446489.0,,,,
30205731,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
30205731,2018-01-01,2018-01-01,c15,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
30205731,2018-01-01,2018-01-01,c16,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,156332.0,,,,,,,,,,,,,,,,,,,,,,
30205731,2018-01-01,2018-01-01,c17,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,,,,,,,,,,,,,,,281332.0,,,,,,,,,,,,,,,,,,,,,,
30205731,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2EzL2U5LzczL2ZjNDAtNGIxNS1hYzQzLWMwODMxZDFmODFkZg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzFiLzVhLzM0LzQwMGUtNDA0OS04MDdhLTQ3YWZiZjg5MmZhOA.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2Q1L2VkL2JjLzQwOTItNDVmNi04NTJlLTMyYTkwNmJhMzExMA.xml,true,Danmark,DK,Holte,2840.0,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26-28,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,"Regnskabsklasse B, mikrovirksomhed",2019-05-23,2019-05-23,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT -systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",30205731.0,mne2408,1000494005.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2017-01-01,2017-12-31,212915.0,2018-12-31,2018-01-01,0.0,false,2019-05-23,Holte,60848999.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27222838,indberetninger-20180424,2.59278,30205731.0,AWrpC-guRYGX6_YTH-4o,2019-05-24T08:54:38.431Z,2019-05-24T08:53:52.286Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-13-JF,2019-05-24T08:53:52.506Z,3805.0,1961316.0,701680.0,2245796.0,6480.0,0.0,274195.0,280675.0,2947476.0,61280.0,,,,,,,,,,,,,,,,,,,,,,,,156332.0,,,
