entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
30205731,2013-01-01,2013-12-31,c10,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,18056.0,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2013-01-01,2013-12-31,c4,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,228056.0,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,36147.0,1447646.0,667199.0,308946.0,1801165.0,9095.0,669.0,308946.0,317372.0,2468364.0,80890.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,210000.0,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,0.0,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2013-12-31,2013-12-31,c12,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,1388123.0,945102.0,119040.0,1367946.0,831057.0,20177.0,0.0,0.0,1388123.0,562326.0,20177.0,62100.0,492228.0,4894.0,20177.0,210000.0,-5260.0,-5260.0,439917.0,562326.0,422844.0,61650.0,8448.0,417950.0,,
30205731,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,363858.0,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,8853.0,1481767.0,508949.0,487400.0,1975209.0,3124.0,5935.0,487400.0,484589.0,2484158.0,123542.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30205731,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REVISIONSFIRMAET KURT ASTRUP APS,
30205731,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Michael Vestergaard
30205731,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Mehlbye Buch Greisen
30205731,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYzL2JmL2Y1LzE4M2MtNDFhMS1iMjAxLTMzZWFjY2NmOWVkMg.xhtml,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzI0LzFlL2I0LzY0ZjAtNDhmMi05MTg4LTE1MjU4MzY0ZTFlMg.pdf,http://regnskaber.virk.dk/13750203/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzg1Lzg5LzBmLzhhYmEtNDA4ZC1hM2NlLThjY2M4NjIzOTc4MQ.xml,Danmark,DK,Holte,11.0,Fyrresvinget,KÃ¸benhavn V,1711.0,26.0,FlÃ¦sketorvet,2840 Holte,Fyrresvinget 11,Til kapitalejerne i Re ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-15,2015-05-28,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at udvikle IT- systemer, IT - konsulentydelser og hermed ligestillet virksomhed.</p>",info@re-cph.com,13068135.0,30205731.0,1000494005.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Astrup,Christian Mehlbye,RE ApS,Kurt Astrup,KÃ¸benhavn,2013-01-01,2013-12-31,360000.0,2014-12-31,2014-01-01,2015-05-15,Holte,60848999.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5343891,indberetninger-20180424,2.5955619999999997,30205731.0,,2018-03-30T20:16:39.819Z,2015-05-29T05:28:24.880Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-49-EC,2015-05-29T05:28:24.955Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
