entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
37105198,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,71520.0,83832.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,87560.0,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,-43608.0,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,957811.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,3887.0,770654.0,3887.0,770654.0,Hobro,2016-07-01,2017-06-30,1438058.0,1680970.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,242912.0,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
37105198,2016-07-01,2017-06-30,c177,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,103400.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
37105198,2016-07-01,2017-06-30,c185,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,-462882.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
37105198,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,1797540.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
37105198,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,18199932.0,766658.0,50000.0,0.0,17899996.0,18199932.0,299936.0,11093487.0,11093487.0,11093487.0,6208097.0,214665.0,80789.0,103400.0,17746596.0,6208097.0,299936.0,131690.0,85271.0,50901.0,,,,
37105198,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,50000.0,,,,,,,,,,,,,,,,,,,
37105198,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,17746596.0,,,,,,,,,,,,,,,,,,,
37105198,2017-07-01,2017-07-01,c257,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,103400.0,,,,,,,,,,,,,,,,,,,
37105198,2017-07-01,2017-07-01,c554,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Hobro,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,,,,,,,,,,,,,,,,,1420693.0,9672794.0,,
37105198,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzFjL2VkLzRjLzc1YmQtNDMwZC1iOWZkLWM1MWFkZmFhYjkxMw.pdf,http://regnskaber.virk.dk/89150173/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlkLzdiL2ExLzVjOGQtNDU5MC05NjA1LWNhODMyYTA1YWE4MQ.xml,true,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Viborg,8800.0,21.0,Sct. Mathias Gade,9500 Hobro,MÃ¸lhÃ¸jvej 5,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,Til kapitalejeren i Arvid Floor Holding ApS,-77977.0,-67400.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2018-11-18,2015-09-01,2018-11-22,Statsautoriseret revisor,-103400.0,floors@mail.dk,79499.0,20222670.0,37105198.0,20222670.0,mne34100,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Arvid Floor Holding ApS.,269440.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Arvid Floor,Arvid Floor,Jyske Bank,Arvid Floor Holding ApS,BDO Statsautoriseret revisionsaktieselskab,869716.0,431361.0,869716.0,431361.0,Hobro,2016-07-01,2017-06-30,55961.0,-89416.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2018-06-30,2017-07-01,269440.0,true,2018-11-18,Hobro,-145377.0,urn:ofk:oid:26340335,indberetninger-20180424,2.5097342,37105198.0,AWdAe65U5OzuYdPkGeRr,2018-11-23T12:12:14.984Z,2018-11-23T12:11:43.503Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-56-LL,2018-11-23T12:11:43.625Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
