entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,ProfitLossRelatedToInvestments,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfForeignCurrencies,DescriptionOfMethodsOfRecognitionAndMeasurementBasisForInvestmentsInSubsidiariesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfContingentLiabilities,IdentificationOfApprovedAnnualReport,ManagementsStatementAboutManagementsReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
35638946,2017-01-01,2017-01-01,c77,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,4267849.0,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,146033431.0,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2017-01-01,2017-12-31,c455,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,4494419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2017-01-01,2017-12-31,c58,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,4458762.0,-3559.0,-11062.0,0.0,-44561.0,4494419.0,5717.0,5717.0,4444141.0,-14621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2017-01-01,2017-12-31,c73,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,-35657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2017-01-01,2017-12-31,c79,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,4494419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2017-12-31,2017-12-31,c74,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,,154838726.0,28406.0,50002.0,43027.0,14621.0,154794163.0,154838726.0,44563.0,154795699.0,154795699.0,154795699.0,8762268.0,145981893.0,44563.0,38063.0,14621.0,0.0,6500.0,,,,,,,,,,,,,,,,,,,,
35638946,2017-12-31,2017-12-31,c81,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,8762268.0,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,146033431.0,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,,,,,,,,,,154795699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2018-01-01,2018-01-01,c113,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,,,,,,,50002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2018-01-01,2018-01-01,c125,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,,,,,,,8762268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638946,2018-01-01,2018-01-01,c131,,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzIyL2U3LzljL2FlMDYtNGFjOC04Zjg1LTMyODViZTY2YzRiOQ.pdf,http://regnskaber.virk.dk/64983653/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkLzIxL2U2LzhkNzgtNDcyOS05NDZlLTAzY2VmMjY4ZDZjNQ.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,KÃ¸benhavn S,2300.0,"8, 5",Rued Langgaards Vej,2800 Kgs. Lyngby,Engelsborgvej 31,Regnskabsklasse B,2019-03-15,2014-01-01,2019-03-15,33771231.0,35638946.0,26063221.0,Ãrsrapport,,Mette Pii,Mette Pii,HPK Denmark F1 HoldCo ApS,ECOMENTOR,2017-01-01,2017-12-31,KÃ¸benhavn,HPK Denmark F1 PropCo ApS,KÃ¸benhavn,2018-12-31,2018-01-01,true,100.0,2019-03-15,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:27064790,indberetninger-20180424,2.5124211,35638946.0,AWp33FteRYGX6_YTHUXd,2019-05-02T09:25:13.170Z,2019-05-02T09:24:49.855Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-31-YR,2019-05-02T09:24:50.707Z,,,,,,,,,,,,,,,,,145981893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
