entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnReceivablesFromOwnersAndManagement,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
entity identifier,2011-01-01,2011-12-31,ID_11,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",-22683.0,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_13,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",-22683.0,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_9,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",22683.0,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,55880.0,375346.0,-401569.0,1395.0,-818.0,30234.0,29657.0,-7551.0,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-12-31,2011-12-31,ID_15,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,261154.0,33788.0,-125000.0,205274.0,18180.0,9284.0,-163169.0,15880.0,40000.0,40000.0,-261154.0,-97985.0,55880.0,-53922.0,25000.0,15880.0,-12169.0,-26000.0,-97985.0,171486.0,8356.0,24384.0,-44063.0,86282.0
entity identifier,2012-01-01,2012-12-31,ID_0,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_1,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_10,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",-7704.0,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_12,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",-7704.0,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_16,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_17,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8vcGRmcy8zMTU4ODE5NztBcFM0NDA2MTE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/79188513/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMDUyOV8xNjMwMTBfNTgx.xml,"KÃ¸ge, 4600","KÃ¸ge, 4600",Vandstjernevej 52,"KÃ¸ge, 4600","Ellemarksvej 5,",Til kapitalejerne i Garlux ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012.",2013-05-29,Registreret revisor,. Virksomhedens formÃ¥l,70 22 70 65,32149863.0,31588197.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2012 - 31. december 2012 for Garlux ApS.,"Vi har revideret Ã¥rsregnskabet for Garlux ApS for regnskabsÃ¥ret 1. januar 2012 - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",. Tilgodehavender hos virksomhedsdeltagere og ledelse,Ãrsrapport,Asger Wuiff,Leonardo Villa Fonseca,Leonardo Villa Fonseca,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",Danske Bank,Garlux ApS,"Revisionsfirmaet Asger Wiuff Andersen, Registreret revisionsanpartsselskab",,"KÃ¸ge, 259",2012-12-31,2012-01-01,KÃ¸ge,40 11 22 99,DirektÃ¸r,urn:ofk:oid:19765290,indberetninger-20180424,2.5124327999999996,31588197.0,,2018-04-02T00:46:58.347Z,2013-05-30T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.194,2013-05-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
