entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
15291591,2013-01-01,2013-12-31,c4,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,6377.0,Registreret Revisor,563409.0,-684541.0,55817279.0,41957.0,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,1291.0,15000.0,170421.0,Askeby,2013-01-01,2013-12-31,-684541.0,-684541.0,-698250.0,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,0.0,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
15291591,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
15291591,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,-684541.0,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
15291591,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,2827120.0,45130.0,500000.0,2820744.0,2480175.0,2827120.0,346945.0,6376.0,161728.0,1104671.0,6376.0,6376.0,1980175.0,346945.0,2775614.0,442231.0,164917.0,20300.0,1228712.0,,
15291591,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,6376.0,Registreret Revisor,312.0,-111565.0,55817279.0,0.0,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,0.0,0.0,104877.0,Askeby,2013-01-01,2013-12-31,-136565.0,-111565.0,-111565.0,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,25000.0,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
15291591,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,JOOST & PARTNER REGISTRERET       REVISIONSANPARTSSELSKAB,
15291591,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,Uffe Groes
15291591,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,Anne Grethe Johansen
15291591,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,500000.0,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
15291591,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8vcGRmcy8xNTI5MTU5MTtBcFMyMDAwNTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/19519251/Y3ZyLmRrOi8veGJybHMvWC0zRTVFQ0M4Mi0yMDE1MDIyN18xMTA3NDVfMjEz.xml,Danmark,DK,RÃ¸dovre,2610.0,39.0,EgegÃ¥rdsvej,Askeby,4792.0,1.0,Fibigervej,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til den daglige ledelse i Sebra Arkitekt / Energi / Byfornyelse ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,,Registreret Revisor,,,55817279.0,,63778710.0,15291591.0,1004127790.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Bentzen,Uffe Groes,"SEBRA, ARKITEKT/ENERGI/BYFORNYELSE ApS",Jesper Bentzen,,,,Askeby,2013-01-01,2013-12-31,-636565.0,,,2014-12-31,2014-01-01,2015-02-24,RÃ¸dovre,,55817121.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11196136,indberetninger-20180424,2.5124211,15291591.0,,2018-03-30T13:28:45.138Z,2015-02-27T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-9.696,2015-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
