entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
30348788,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,5014.0,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,-5014.0,-5014.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,0.0,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,,,,
30348788,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,-5014.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,,,,
30348788,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,0.0,125000.0,-45766.0,0.0,45766.0,0.0,0.0,0.0,0.0,45766.0,-170766.0,45766.0,,,,
30348788,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,125000.0,,,,,,,,,,,,,
30348788,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,-170766.0,,,,,,,,,,,,,
30348788,2016-07-01,2016-07-01,c548,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,125000.0,,,
30348788,2016-07-01,2017-06-30,c173,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,4000.0,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,-4000.0,-4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,0.0,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,,Til kapitalejeren i HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
30348788,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,-4000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,,,,
30348788,2016-07-01,2017-06-30,c254,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,-4000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,,,,
30348788,2016-07-01,2017-06-30,c305,,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2Y3L2IzLzY1L2IwM2UtNGEyMC04ZjJjLTk4MzBhNmE5MjA0Ng.pdf,http://regnskaber.virk.dk/88784303/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzVkL2E3LzU2LzRlZjAtNGY1ZS1hNDJkLWEzOGRiNTU3NzIwYw.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6630 RÃ¸dding,"RammelhÃ¸j 9, Jels",DK-6000 Kolding,Birkemose AllÃ© 39,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-30,2007-03-05,2017-11-30,Statsautoriseret revisor,125000.0,,20222670.0,30348788.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for HK Jels Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank Barrit,Hans Kristian Larsen,Hans Kristian Larsen,HK Jels Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejen,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2017-06-30,2016-07-01,true,2017-11-30,Kolding,,urn:ofk:oid:24764223,indberetninger-20180424,2.5097342,30348788.0,,2018-03-27T22:29:36.700Z,2017-11-30T15:44:11.608Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-32-GL,2017-11-30T15:44:17.126Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
