entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,InvestmentsGross,NameOfAuditFirm
28136013,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,-13071.0,-115461.0,Ejstrupholm,-128532.0,-13071.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,,,,,,,,,,,,,,
28136013,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,-128532.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,,,,,,,,,,,,,,
28136013,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,4030372.0,372.0,675000.0,372.0,3651155.0,4030372.0,379217.0,4030000.0,30000.0,4000000.0,4030000.0,373748.0,-1973845.0,4950000.0,379217.0,5469.0,,
28136013,2014-01-01,2014-01-01,c113,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,,,,,,,,,,,,,4000000.0,
28136013,2014-01-01,2014-01-01,c116,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,,,,,,,,,,,,,30000.0,
28136013,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,675000.0,,,,,,,,,,,,,
28136013,2014-01-01,2014-01-01,c140,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,4950000.0,,,,,,,,,,,,,
28136013,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,-1973845.0,,,,,,,,,,,,,
28136013,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,-7292.0,-11259.0,Ejstrupholm,-18551.0,-7292.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
28136013,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzBlL2QyL2IwLzUwOTQtNDQ4Ni1hMTIxLTc5ZWQ3MDc2ZDgyMQ.pdf,http://regnskaber.virk.dk/31063182/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2M4LzZmLzY5LzFkNWUtNGM5Yi1hYTY5LWMwMmNiZTZiZWYxOA.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Brande,7330.0,30.0,Storegade,7361  Ejstrupholm,Hygildvej 28,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Harrild Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-03-06,2004-10-22,2015-05-08,Statsautoriseret revisor,28136013.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Harrild Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Martin Arvad,Martin Arvad,Nordea A/S,Harrild Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ejstrupholm,-18551.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ejstrupholm,2014-12-31,12.0,2014-01-01,2015-03-06,Ejstrupholm,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5491861,indberetninger-20180424,2.5124327999999996,28136013,,2018-03-30T16:54:43.763Z,2015-06-10T11:53:10.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-JT,2015-06-10T11:53:10.130Z,,,,,,,,,,,,,,,,,,
