entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,ShorttermTradePayables
27969852,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,25000.0,Registreret revisor,518698.0,536461.0,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,20170.0,Karlslunde,2014-07-01,2015-06-30,2458.0,12933.0,-7237.0,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,10475.0,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,2458.0,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2015-06-30,2015-06-30,c9,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,2100000.0,0.0,125000.0,2100000.0,806342.0,2100000.0,2100000.0,1293658.0,2100000.0,789325.0,0.0,681342.0,498858.0,1293658.0,5475.0,0.0
27969852,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,0.0,Registreret revisor,543695.0,869709.0,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,10893.0,Karlslunde,2014-07-01,2015-06-30,261975.0,336907.0,326014.0,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,74932.0,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,50000.0,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,211975.0,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,,,,,,,,,,,,,,,,
27969852,2016-06-30,2016-06-30,c8,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRkL2IxL2QzLzExL2ZmMTQtNGQ1NC1hMzNiLTU2NjI3ZDU4NTM5ZQ.xhtml,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2Y1LzJkLzU3L2E2NDctNGU3ZS04MDk0LTI0NmU5ZTlkMjc2Mg.pdf,http://regnskaber.virk.dk/25896972/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzVmLzkwLzhlLzVlYzYtNDQzNy1iOWU1LTdlYWJmNWU1MTNiOQ.xml,true,Greve,2670.0,20.0,Mosede Strandvej,2750 Ballerup,Postbox 86,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-09-07,2016-09-08,,Registreret revisor,,,15553782.0,27969852.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Jesper Andersen,Multi Revision ApS,ALPHA AUTO ApS,Multi Revision ApS,0.0,,Karlslunde,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-09-07,Ballerup,Ja.,,43441129.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22952214,indberetninger-20180424,2.5926085,27969852.0,,2018-03-28T19:25:49.766Z,2016-09-08T08:44:43.029Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-71-RV,2016-09-08T08:44:43.212Z,1881689.0,439689.0,125000.0,1881689.0,1068317.0,1442000.0,1881689.0,813372.0,1442000.0,619658.0,50000.0,893317.0,0.0,813372.0,64932.0,128782.0
