entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShorttermReceivablesDividendsFromGroupEnterprises,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
35398775,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,1199109.0,35398775.0,mne2657,1013816073.0,-516854.0,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,630.0,KÃ¸benhavn,2017-01-01,2017-12-31,681625.0,681625.0,1199109.0,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,
35398775,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,516855.0,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,
35398775,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,164770.0,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,
35398775,2017-12-31,2017-12-31,c11,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,1523056.0,1295707.0,80000.0,1377549.0,1425030.0,1523056.0,98026.0,145507.0,145507.0,145507.0,9934.0,1080244.0,264786.0,98026.0,88092.0,81842.0,81842.0,,,
35398775,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,-22235.0,35398775.0,mne2657,1013816073.0,-145507.0,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,3638.0,KÃ¸benhavn,2017-01-01,2017-12-31,-171380.0,-171380.0,-22235.0,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,
35398775,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,30969103.0,PC-Revision Gentofte,
35398775,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,Monika Nair
35398775,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,Rajesh Nair
35398775,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,30969103.0,PC-Revision Gentofte,
35398775,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RlLzA5L2M1LzAwOTgtNDEwYi1hZGZiLTgzYTBhYmI5YWU0ZQ.xhtml,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzQ4L2YwLzJkLzQwY2YtNDFjNy1iZDI3LWYzODRmZGU2ZDI0NQ.pdf,http://regnskaber.virk.dk/57789353/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2U4L2MyLzBkL2Y5ZTktNGZiZC1hYTMyLTBlYmEwZGYzZDZlMQ.xml,true,Danmark,DK,Hellerup,2900.0,67.0,Gersonsvej,KÃ¸benhavn SV,2450.0,"9, 4 th",Teglholm AllÃ©,2900 Hellerup,Gersonsvej 67,Til den daglige ledelse i Envecon Global ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-07,2019-07-07,Registreret revisor,,35398775.0,mne2657,1013816073.0,,Ãrsrapport,Jeanette Olsen,Rajesh Nair,ENVECON GLOBAL ApS,PC-REvision Gentofte,,KÃ¸benhavn,2017-01-01,2017-12-31,-145507.0,,,2018-12-31,2018-01-01,false,980577.0,2019-07-07,Hellerup,0.0,false,true,false,false,true,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27660856,indberetninger-20180424,2.5927877,35398775.0,AWvPjv9IIXJRhhXBLzOp,2019-07-08T03:10:03.507Z,2019-07-08T03:09:42.713Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-49-BB,2019-07-08T03:09:42.908Z,,,,,,,,,,,,,,,,,,,,
