entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DividendIncomeRelatedToInvestments,ExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossRelatedToInvestments,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor
28154038,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",78892.0,-1911.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",-88054.0,2017-06-07,2004-10-12,2017-06-07,-80000.0,-18414.0,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,-178036.0,Ãrsrapport,3845.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,-1460.0,3933.0,88.0,Strandby,2015-01-01,2015-12-31,-182904.0,-193977.0,-196450.0,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,11073.0,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28154038,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,-182904.0,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28154038,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,739113.0,26514.0,126000.0,0.0,-256839.0,739113.0,995952.0,325593.0,325593.0,325593.0,0.0,310195.0,-382839.0,995952.0,489485.0,387006.0,102680.0,196272.0,284326.0,,,,,,,,
28154038,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,-1296923.0,1622516.0,,,,,,
28154038,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",-5275.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",0.0,2017-06-07,2004-10-12,2017-06-07,-80000.0,-16892.0,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,124656.0,Ãrsrapport,5182.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,-14467.0,8353.0,3171.0,Strandby,2015-01-01,2015-12-31,106925.0,101650.0,107764.0,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,5275.0,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,Til kapitalejeren i Sea ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,,
28154038,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,106925.0,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28154038,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Statsautoriseret revisor,20222670.0,Allan Andersen
28154038,2016-01-01,2016-12-31,c565,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28154038,2016-01-01,2016-12-31,c637,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28154038,2016-01-01,2016-12-31,c678,,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzhhLzAzL2MwLzg0ZmQtNDE4NC1iNjQzLTNkN2FmZDdhOGQyMQ.pdf,http://regnskaber.virk.dk/83045182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFlLzBlL2I3Lzg0MWUtNDdmZS05ODM1LTdmOWU1YTM4Yzc5Mg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,4-8,Jernbanegade,9970 Strandby,Rughaven 7,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-06-07,2004-10-12,2017-06-07,-80000.0,,28154038.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Sea ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend-Erik Andersen,Svend-Erik Andersen,Nordjyske Bank,Sea ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Strandby,2015-01-01,2015-12-31,,,,124656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,2016-01-01,true,2017-06-07,Frederikshavn,,urn:ofk:oid:24171275,indberetninger-20180424,2.5124211,28154038.0,,2018-03-29T07:49:03.012Z,2017-06-12T05:58:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-PA,2017-06-12T05:58:13.532Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Registreret revisor,20222670.0,Finn Melchiorsen
