entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,OtherShorttermPayables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
14333347,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,116.0,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,2004.0,Viborg,2016-01-01,2016-12-31,-1888.0,-1888.0,116.0,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,,,,,,,,,,,,,,,,,
14333347,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,-1888.0,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,,,,,,,,,,,,,,,,,
14333347,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,13062.0,0.0,150000.0,13062.0,-232743.0,12500.0,13062.0,245805.0,175000.0,175000.0,11939.0,12500.0,-382743.0,4084.0,70805.0,49407.0,562.0,5375.0,562.0,,
14333347,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,-382743.0,,,,,,,,,,,,,,,,
14333347,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,-232743.0,,,,,,,,,,,,,,,,
14333347,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,150000.0,,,,,,,,,,,,,,,,
14333347,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-963.0,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,92.0,Viborg,2016-01-01,2016-12-31,-1055.0,-1055.0,-963.0,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,,,,,,,,,,,,,,,,,
14333347,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,,,,,,,,,,,,,,,,30905652.0,"REVISIONSAKTIESELSKABET IB ROHDE, REGISTRERET REVISIONSVIRKSOMHED"
14333347,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,-1055.0,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,,,,,,,,,,,,,,,,,
14333347,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2I1Lzk5LzFjLzRiNDctNDg4ZS04MzRhLTUwYTUyNmQ2ZDE5Nw.xhtml,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzM0Lzg2L2UzL2UxYzktNGZlOC1iNWEwLWY1YzJhNmM5YWU4ZQ.pdf,http://regnskaber.virk.dk/74333341/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzI5L2M2LzM1LzhlMjAtNGMwNC1iODllLTFmOTFiYTQyY2E2NA.xml,true,Danmark,DK,Kjellerup,8620.0,"1, 2 th",SÃ¸ndergade,Viborg,8800.0,9.0,Lokesvej,8620 Kjellerup,"SÃ¸ndergade 1,2 sal",Til den daglige ledelse i V.I.P. 99 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-15,2018-06-19,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,14333347.0,mne1246,1013665741.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ib Rohde,Erling Nedergaard,Erling Nedergaard,V.I.P. 99 ApS,Revisionsaktieselskabet Ib Rohde,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-15,Kjellerup,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25872180,indberetninger-20180424,2.5949402000000004,14333347.0,AWQYQPuL0wkEsASkt5ax,2018-06-19T13:34:49.056Z,2018-06-19T13:34:28.154Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-32-ES,2018-06-19T13:34:28.376Z,,,,,,,,,,,,,,,,,,,,,
