entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,PayablesToShareholdersAndManagement,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,TaxPayables
35819835,2014-01-01,2014-12-31,duration_ProposedDividendRecognisedInEquityMember_previous,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,99800.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2014-01-01,2014-12-31,duration_ReserveForNetRevaluationAccordingToEquityMethodMember_previous,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,41090.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2014-01-01,2014-12-31,duration_RetainedEarningsMember_previous,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,23470.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2014-01-01,2014-12-31,duration_only_previous,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,164360.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,299555.0,-82299.0,-82299.0,0.0,217256.0,217256.0,-52896.0,,,,,,,,,,,,,,,,,,
35819835,2014-12-31,2014-12-31,instant_only_previous,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,226027.0,221282.0,164361.0,226027.0,1.0,226027.0,61666.0,0.0,4745.0,626.0,99800.0,41090.0,23470.0,61666.0,4745.0,8144.0,0.0,52896.0
35819835,2015-01-01,2015-12-31,duration_ProposedDividendRecognisedInEquityMember,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,4806.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2015-01-01,2015-12-31,duration_ReserveForNetRevaluationAccordingToEquityMethodMember,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,0.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2015-01-01,2015-12-31,duration_RetainedEarningsMember,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,-14560.0,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2015-01-01,2015-12-31,duration_auditorIdentifier_1,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
35819835,2015-01-01,2015-12-31,duration_memberOfExecutiveBoardIdentifier_1,,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzBkL2ZiLzRiLzJiNWQtNGYxOC1hMTBjLTAwNjNkNzZkM2Y5MQ.pdf,http://regnskaber.virk.dk/53891853/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzlmL2I5LzU1LzkzNWMtNDNjNi05ZTkwLTE2M2YzYTlhOGVkZQ.xml,StenlÃ¸se,3660.0,23.0,Peter Appels Vej,2600 Glostrup,Hovedvejen 94,Til ejeren af www.LarsHecht.dk â Operativ Retail Konsulent IVS,Regnskabsklasse B,2016-05-31,2016-06-10,Registreret revisor,35819835.0,66090116.0,Ãrsrapport,Niels K. Mortensen,Lars Kiib Hecht,Lars Kiib Hecht,N. K. Mortensen A/S Registrerede revisorer,www.LarsHecht.dk â Operativ Retail Konsulent IVS,N. K. Mortensen A/S registrerede revisorer,StenlÃ¸se,,2015-12-31,2015-01-01,2016-05-31,Glostrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22733313,indberetninger-20180424,2.5097342,35819835.0,,2018-03-29T11:24:38.756Z,2016-06-19T21:43:42.316Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-94-RH,2016-06-19T21:43:42.441Z,,,,,,,,,,,,,,,,,,,,,,,,,
