entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
35521607,2013-10-28,2013-10-28,c723,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,80000.0,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2013-10-28,2013-10-28,c741,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,0.0,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2013-10-28,2014-06-30,c123,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,358118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2013-10-28,2014-06-30,c3,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,358118.0,141239.0,935755.0,49853.0,434181.0,101544.0,384328.0,461879.0,794516.0,103761.0,,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2013-10-28,2014-06-30,c742,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,358118.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,438118.0,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,18377313.0,149322.0,80000.0,800322.0,17576991.0,18377313.0,17858195.0,14099338.0,14099338.0,17576991.0,90239.0,17576991.0,81000.0,81000.0,358118.0,177902.0,3758857.0,820000.0,2647955.0,651000.0,22761.0,651000.0,,
35521607,2014-06-30,2014-06-30,c722,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,80000.0,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2014-06-30,2014-06-30,c743,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,358118.0,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35521607,2014-07-01,2014-07-01,c145,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141239.0,17718230.0
35521607,2014-07-01,2014-07-01,c199,,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzI2LzdjL2U5LzJkNGItNGI2NS1iZTQxLTIyMDMzYWYzYzFmYg.pdf,http://regnskaber.virk.dk/70612553/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2MzLzVjL2QxLzY4YTAtNDVjMy04ZWJhLTZhNzdhMmVhYmYzZQ.xml,10000.0,Viborg,8800.0,6.0,Egelundvej,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-10-16,2015-10-16,2013-10-28,2015-10-22,212058.0,Andre eksterne omkostninger omfatter omkostninger til administration og lokaler.,358118.0,35521607.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Ejendomsselskabet VR - 1313 ApS.,Ãrsrapport,9608000.0,870000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina HÃ¸jvang,Lars HÃ¸jvang,Ejendomsselskabet VR - 1313 ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg Kommune,2015-06-30,2014-07-01,2015-10-16,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21562807,indberetninger-20180424,2.5124211,35521607.0,,2018-03-30T10:37:06.962Z,2015-10-27T07:17:42.828Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-00-CW,2015-10-27T07:17:42.945Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
