entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor
26663490,2017-07-01,2018-06-30,c175,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",2807.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",17270.0,2019-08-16,2002-06-18,2019-09-02,0.0,-8400.0,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,8428.0,95169.0,ÃrbÃ¦k,2017-07-01,2018-06-30,58264.0,78341.0,-8400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,20077.0,0.0,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,,,,,,
26663490,2017-07-01,2018-06-30,c214,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,58264.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,,,,,,
26663490,2018-06-30,2018-06-30,c173,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,3832228.0,30486.0,125000.0,3808842.0,3832228.0,23386.0,0.0,0.0,3801742.0,3683842.0,3801742.0,23386.0,6546.0,16800.0,,,,,,
26663490,2018-07-01,2018-07-01,c231,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,125000.0,,,,,,,,,,,,,,,,
26663490,2018-07-01,2018-07-01,c249,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,3683843.0,,,,,,,,,,,,,,,,
26663490,2018-07-01,2019-06-30,c174,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",2849.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",10230.0,2019-08-16,2002-06-18,2019-09-02,50000.0,-4395.0,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,137.0,100353.0,ÃrbÃ¦k,2017-07-01,2018-06-30,32742.0,45821.0,-54395.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,13079.0,50000.0,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
26663490,2018-07-01,2019-06-30,c213,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,32742.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,,,,,,
26663490,2018-07-01,2019-06-30,c248,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,32742.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,,,,,,
26663490,2018-07-01,2019-06-30,c307,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Statsautoriseret revisor,20222670.0,mne11644,Niels Duedahl
26663490,2018-07-01,2019-06-30,c727,,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2I0LzQ3LzE0LzYxZmItNGY5My1iMTVjLWI2NDA2NmE4Y2ZkYg.pdf,http://regnskaber.virk.dk/09436662/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzAyLzkxL2RlL2VlNDAtNDNmMC05MDkxLWJhMGVmYjNlNjcxYw.xml,true,Svendborg,5700.0,2.0,Norgesvej,5853 ÃrbÃ¦k,Ãsvej 5,DK-5700 Svendborg,Norgesvej 2,"Til kapitalejeren i Ãsvej, Maare Mark ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-08-16,2002-06-18,2019-09-02,,,26663490.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãsvej, Maare Mark ApS.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Iversen,Kirsten Iversen,"Ãsvej, Maare Mark ApS",BDO Statsautoriseret revisionsaktieselskab,,,ÃrbÃ¦k,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-06-30,2018-07-01,true,2019-08-16,Svendborg,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. juli 2019 - 30. juni 2020 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,,urn:ofk:oid:27785895,indberetninger-20180424,2.5097417999999996,26663490.0,AWzyGVuwIXJRhhXBNSAK,2019-09-02T13:11:10.825Z,2019-09-02T13:10:43.453Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CS-14-WF,2019-09-02T13:10:43.587Z,,,,,,,,,,,,,,,,,,,,
