entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
25516729,2014-10-01,2015-09-30,ID_6,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,139.0,12923.0,14816.0,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,16.0,52.0,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,1365.0,1789.0,1753.0,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",423.0,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25516729,2014-10-01,2015-09-30,ID_8,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,-1368.0,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25516729,2015-09-30,2015-09-30,ID_10,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,22544.0,49.0,600.0,21715.0,84.0,292.0,32.0,5804.0,798.0,5457.0,22544.0,15396.0,32.0,189.0,189.0,341.0,829.0,1344.0,5111.0,798.0,1368.0,1344.0,487.0,3836.0,3462.0,15206.0,1339.0,16208.0,1381.0,216.0,0.0,5079.0,14451.0,4629.0,,,
25516729,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,341.0,15930.0,18970.0,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,11.0,1.0,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,2091.0,2689.0,2699.0,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",598.0,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25516729,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Fleitmann,Bestyrelsesformand,
25516729,2015-10-01,2016-09-30,ID_11,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25516729,2015-10-01,2016-09-30,ID_12,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25516729,2015-10-01,2016-09-30,ID_2,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. JÃ¼rgen Wunram,Bestyrelsesmedlem,
25516729,2015-10-01,2016-09-30,ID_3,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Struck,Bestyrelsesmedlem,
25516729,2015-10-01,2016-09-30,ID_4,,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzUyLzM2LzQ5L2Q2YTctNDFhMi1hMjNkLTNmZjgxNGQ2YWRkMg.pdf,http://regnskaber.virk.dk/92761552/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzU0LzMzL2EwLzM3MjEtNGY5My1iNmRjLWU1NDE0ZjU1Mjk3ZA.xml,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Wincor Nixdorf A/S / To the shareholders of Wincor Nixdorf A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Regnskabsklasse B,2016-12-20,2016-12-20,2000-07-21,2016-12-20,,,,www.wincor-nixdorf.com,25578198.0,25516729.0,25578198.0,Ãrsrapport,Ulrich Fleitman,KPMG,Wincor Nixdorf A/S,Visma Services Danmark A/S,,,"KÃ¸benhavn,Copenhagen",2014-10-01,2015-09-30,,,,"151, Ballerup",2016-09-30,2015-10-01,2016-12-20,"KÃ¸benhavn,Copenhagen",,44778910.0,RevisionspÃ¥tegning,urn:ofk:oid:23504539,indberetninger-20180424,2.5124211,25516729.0,,2018-03-27T16:59:43.952Z,2017-02-21T14:55:30.832Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-95-KX,2017-02-21T14:55:31.008Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Duwe Konnerup
