entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
10159415,2017-06-01,2018-05-31,c4,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,104801.0,118989.0,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,2023.0,Horsens,2017-06-01,2018-05-31,7851.0,12165.0,14188.0,2019-05-31,2018-06-01,true,2019-10-24,Horsens,4314.0,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,,,,,,,,,,,,,,
10159415,2017-06-01,2018-05-31,c6,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,7851.0,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,,,,,,,,,,,,,,
10159415,2018-05-31,2018-05-31,c8,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,35384.0,0.0,125000.0,35384.0,23159.0,0.0,-42872.0,35384.0,78256.0,55125.0,0.0,-167872.0,16399.0,78256.0,4193.0,35384.0,2539.0,12225.0,,
10159415,2018-06-01,2018-06-01,c10,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,-167872.0,,,,,,,,,,,,,
10159415,2018-06-01,2018-06-01,c11,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,-42872.0,,,,,,,,,,,,,
10159415,2018-06-01,2018-06-01,c9,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,125000.0,,,,,,,,,,,,,
10159415,2018-06-01,2019-05-31,c0,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,85447.0,80212.0,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,8786.0,Horsens,2017-06-01,2018-05-31,-14746.0,-14021.0,-5235.0,2019-05-31,2018-06-01,true,2019-10-24,Horsens,725.0,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,,,,,,,,,,,,,,
10159415,2018-06-01,2019-05-31,c1,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,,,,,,,,,,,,,26730597.0,Revisto I/S
10159415,2018-06-01,2019-05-31,c12,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,-14746.0,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,,,,,,,,,,,,,,
10159415,2018-06-01,2019-05-31,c2,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzI3L2RiLzU4LzEzZjktNGI2NS1hODUyLTRhNmJiZWU0ZDJkNQ.xhtml,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2M1L2QxLzFmLzA4NmItNDc1My04YTM5LTg1ZmJmODY3MzllMw.pdf,http://regnskaber.virk.dk/51495101/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2YxLzA5Lzc4L2I2ODAtNDRkZS05NDc3LTM1ZWI3YWQxMDU4YQ.xml,true,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,27.0,OrmhÃ¸jgÃ¥rdvej,8700.0,SandÃ¸vej 1 B,Til anpartshaverne i Externpartner ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-10-25,Statsautoriseret revisor,,,10159415.0,mne9748,1009256039.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lars Schou,Per Ole Stegler Johansen,Per Ole Stegler Johansen,EXTERNPARTNER ApS,Lars Schou,,Horsens,2017-06-01,2018-05-31,,,,2019-05-31,2018-06-01,true,2019-10-24,Horsens,,40419380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957169,indberetninger-20180424,2.5926042000000002,10159415.0,AW4RZ1VEIXJRhhXBO-8w,2019-10-28T08:07:13.970Z,2019-10-28T08:06:54.161Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-17-EE,2019-10-28T08:06:54.593Z,,,,,,,,,,,,,,,,,,,,
