entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DisclosureOfInvestments,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
32280730,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",-4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,-4000.0,4000.0,-4000.0,-4000.0,,,,,,,,,,,,,,,
32280730,2014-12-31,2014-12-31,ID_14,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,125000.0,125000.0,101000.0,125000.0,24000.0,125000.0,125000.0,20000.0,20000.0,125000.0,5000.0,-24000.0,4000.0,-1000.0,
32280730,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
32280730,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2VmLzc2L2VlLzhiMjktNDI2OS1iNmZhLTNiMzI3ZTlmZmI4NA.pdf,http://regnskaber.virk.dk/03708223/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzBmL2NiL2YyL2RjMDItNGJlNy1iMzI0LTRmMDY5MjM2MDRlYQ.xml,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i HB Denmark Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-20,2016-06-20,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,32280730.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for HB Denmark Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lene Petersen,HB Denmark Holding ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab","Kastrup, den 20-06-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"185, TÃ¥rnby",2015-12-31,2015-01-01,2016-06-20,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22749498,indberetninger-20180424,2.5122888,32280730.0,,2018-03-29T12:49:11.178Z,2016-06-21T11:14:26.116Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-11-HE,2016-06-21T11:14:26.245Z,,,,,,,,,,,,,,,,,,,
